from,to,dist_d,n_call,n_floor,car_position_call,car_direction_call,car_queue_buttons,car_queue_floor,dist_d_deny1,n_call_deny1,n_floor_deny1,car_position_deny1,car_direction_deny1,car_queue_buttons_deny1,car_queue_floor_deny1,dist_d_deny2,n_call_deny2,n_floor_deny2,car_position_deny2,car_direction_deny2,car_queue_buttons_deny2,car_queue_floor_deny2,dist_d_deny3,n_call_deny3,n_floor_deny3,car_position_deny3,car_direction_deny3,car_queue_buttons_deny3,car_queue_floor_deny3,waiting_time,journey_time,total_time
9,0,1,3,0,10,1,1,2,11,4,2,8,5,1,3,14,1,1,1,5,0,1,1,3,0,10,4,1,2,10,52,62
9,0,1,3,0,10,1,1,2,11,4,2,8,5,1,3,1,3,0,10,4,1,2,14,1,1,1,5,0,1,10,52,62
9,0,1,3,0,10,1,1,2,1,3,0,10,4,1,2,14,1,1,1,5,0,1,11,4,2,8,5,1,3,10,52,62
9,0,1,3,0,10,1,1,2,1,3,0,10,4,1,2,11,4,2,8,5,1,3,14,1,1,1,5,0,1,10,52,62
6,0,9,1,0,15,4,1,0,8,2,1,14,4,1,1,7,2,2,3,5,0,2,24,1,1,0,4,1,0,36,44,80
6,0,9,1,0,15,4,1,0,24,1,1,0,4,1,0,8,2,1,14,4,1,1,7,2,2,3,5,0,2,36,44,80
6,0,9,1,0,15,4,1,0,24,1,1,0,4,1,0,7,2,2,3,5,0,2,8,2,1,14,4,1,1,36,44,80
6,0,9,1,0,15,4,1,0,7,2,2,3,5,0,2,8,2,1,14,4,1,1,24,1,1,0,4,1,0,36,44,80
6,0,9,1,0,15,4,1,0,7,2,2,3,5,0,2,24,1,1,0,4,1,0,8,2,1,14,4,1,1,36,44,80
9,0,1,3,0,10,1,1,2,14,2,2,1,5,0,2,1,3,0,10,4,1,2,11,4,2,8,2,1,3,10,52,62
9,0,1,3,0,10,1,1,2,11,4,2,8,2,1,3,14,2,2,1,5,0,2,1,3,0,10,4,1,2,10,52,62
9,0,1,3,0,10,1,1,2,11,4,2,8,2,1,3,1,3,0,10,4,1,2,14,2,2,1,5,0,2,10,52,62
9,0,1,3,0,10,1,1,2,1,3,0,10,4,1,2,14,2,2,1,5,0,2,11,4,2,8,2,1,3,10,52,62
9,0,1,3,0,10,1,1,2,1,3,0,10,4,1,2,11,4,2,8,2,1,3,14,2,2,1,5,0,2,10,52,62
6,0,1,3,0,7,4,1,2,3,4,0,9,1,1,3,11,4,2,11,5,1,3,12,2,2,6,5,0,2,5,44,49
6,0,1,3,0,7,4,1,2,12,2,2,6,5,0,2,3,4,0,9,1,1,3,11,4,2,11,5,1,3,5,44,49
6,0,1,3,0,7,4,1,2,12,2,2,6,5,0,2,11,4,2,11,5,1,3,3,4,0,9,1,1,3,5,44,49
6,0,1,3,0,7,4,1,2,11,4,2,11,5,1,3,3,4,0,9,1,1,3,12,2,2,6,5,0,2,5,44,49
6,0,1,3,0,7,4,1,2,11,4,2,11,5,1,3,12,2,2,6,5,0,2,3,4,0,9,1,1,3,5,44,49
9,0,1,3,0,10,1,1,2,13,2,2,2,5,0,2,1,3,0,10,4,1,2,11,4,2,8,2,1,3,10,52,62
9,0,1,3,0,10,1,1,2,11,4,2,8,2,1,3,13,2,2,2,5,0,2,1,3,0,10,4,1,2,10,52,62
9,0,1,3,0,10,1,1,2,11,4,2,8,2,1,3,1,3,0,10,4,1,2,13,2,2,2,5,0,2,10,52,62
9,0,1,3,0,10,1,1,2,1,3,0,10,4,1,2,13,2,2,2,5,0,2,11,4,2,8,2,1,3,10,52,62
9,0,1,3,0,10,1,1,2,1,3,0,10,4,1,2,11,4,2,8,2,1,3,13,2,2,2,5,0,2,10,52,62
4,0,4,3,1,8,4,1,2,6,3,1,10,4,1,2,16,3,2,8,5,1,2,17,2,2,3,5,0,2,23,35,58
4,0,4,3,1,8,4,1,2,17,2,2,3,5,0,2,6,3,1,10,4,1,2,16,3,2,8,5,1,2,23,35,58
4,0,4,3,1,8,4,1,2,17,2,2,3,5,0,2,16,3,2,8,5,1,2,6,3,1,10,4,1,2,23,35,58
4,0,4,3,1,8,4,1,2,16,3,2,8,5,1,2,6,3,1,10,4,1,2,17,2,2,3,5,0,2,23,35,58
4,0,4,3,1,8,4,1,2,16,3,2,8,5,1,2,17,2,2,3,5,0,2,6,3,1,10,4,1,2,23,35,58
9,0,30,3,3,10,1,1,2,13,2,2,2,5,0,2,30,3,3,9,4,1,2,11,3,2,8,2,1,2,10,52,62
9,0,30,3,3,10,1,1,2,11,3,2,8,2,1,2,13,2,2,2,5,0,2,30,3,3,9,4,1,2,10,52,62
9,0,30,3,3,10,1,1,2,11,3,2,8,2,1,2,30,3,3,9,4,1,2,13,2,2,2,5,0,2,10,52,62
9,0,30,3,3,10,1,1,2,30,3,3,9,4,1,2,13,2,2,2,5,0,2,11,3,2,8,2,1,2,10,52,62
9,0,30,3,3,10,1,1,2,30,3,3,9,4,1,2,11,3,2,8,2,1,2,13,2,2,2,5,0,2,10,52,62
4,0,4,4,1,9,4,1,2,17,2,2,3,5,0,2,4,4,1,8,1,1,3,15,3,2,9,5,1,2,23,35,58
4,0,4,4,1,9,4,1,2,15,3,2,9,5,1,2,17,2,2,3,5,0,2,4,4,1,8,1,1,3,23,35,58
4,0,4,4,1,9,4,1,2,15,3,2,9,5,1,2,4,4,1,8,1,1,3,17,2,2,3,5,0,2,23,35,58
4,0,4,4,1,9,4,1,2,4,4,1,8,1,1,3,17,2,2,3,5,0,2,15,3,2,9,5,1,2,23,35,58
4,0,4,4,1,9,4,1,2,4,4,1,8,1,1,3,15,3,2,9,5,1,2,17,2,2,3,5,0,2,23,35,58
9,0,28,3,3,11,5,1,2,30,4,4,9,1,1,3,28,3,3,7,4,1,2,10,2,2,5,5,0,2,1,52,53
9,0,28,3,3,11,5,1,2,10,2,2,5,5,0,2,30,4,4,9,1,1,3,28,3,3,7,4,1,2,1,52,53
9,0,28,3,3,11,5,1,2,10,2,2,5,5,0,2,28,3,3,7,4,1,2,30,4,4,9,1,1,3,1,52,53
9,0,28,3,3,11,5,1,2,28,3,3,7,4,1,2,30,4,4,9,1,1,3,10,2,2,5,5,0,2,1,52,53
9,0,28,3,3,11,5,1,2,28,3,3,7,4,1,2,10,2,2,5,5,0,2,30,4,4,9,1,1,3,1,52,53
4,0,4,4,1,9,1,1,3,16,2,2,4,5,0,2,4,4,1,8,1,1,3,15,3,2,9,5,1,2,23,35,58
4,0,4,4,1,9,1,1,3,15,3,2,9,5,1,2,16,2,2,4,5,0,2,4,4,1,8,1,1,3,23,35,58
4,0,4,4,1,9,1,1,3,15,3,2,9,5,1,2,4,4,1,8,1,1,3,16,2,2,4,5,0,2,23,35,58
4,0,4,4,1,9,1,1,3,4,4,1,8,1,1,3,16,2,2,4,5,0,2,15,3,2,9,5,1,2,23,35,58
4,0,4,4,1,9,1,1,3,4,4,1,8,1,1,3,15,3,2,9,5,1,2,16,2,2,4,5,0,2,23,35,58
3,0,6,3,2,10,1,1,1,19,2,2,2,5,0,2,6,3,2,9,4,1,2,17,3,2,8,2,1,2,35,29,64
3,0,6,3,2,10,1,1,1,17,3,2,8,2,1,2,19,2,2,2,5,0,2,6,3,2,9,4,1,2,35,29,64
3,0,6,3,2,10,1,1,1,17,3,2,8,2,1,2,6,3,2,9,4,1,2,19,2,2,2,5,0,2,35,29,64
3,0,6,3,2,10,1,1,1,6,3,2,9,4,1,2,19,2,2,2,5,0,2,17,3,2,8,2,1,2,35,29,64
3,0,6,3,2,10,1,1,1,6,3,2,9,4,1,2,17,3,2,8,2,1,2,19,2,2,2,5,0,2,35,29,64
3,0,4,3,2,7,4,1,2,6,3,1,9,1,1,2,14,4,2,11,5,1,3,15,3,3,6,5,0,3,24,29,53
3,0,4,3,2,7,4,1,2,15,3,3,6,5,0,3,6,3,1,9,1,1,2,14,4,2,11,5,1,3,24,29,53
3,0,4,3,2,7,4,1,2,15,3,3,6,5,0,3,14,4,2,11,5,1,3,6,3,1,9,1,1,2,24,29,53
3,0,4,3,2,7,4,1,2,14,4,2,11,5,1,3,6,3,1,9,1,1,2,15,3,3,6,5,0,3,24,29,53
3,0,4,3,2,7,4,1,2,14,4,2,11,5,1,3,15,3,3,6,5,0,3,6,3,1,9,1,1,2,24,29,53
2,0,4,4,2,6,1,1,3,7,3,2,9,4,1,2,14,4,2,12,5,1,3,15,3,3,7,5,0,3,29,23,52
2,0,4,4,2,6,1,1,3,15,3,3,7,5,0,3,7,3,2,9,4,1,2,14,4,2,12,5,1,3,29,23,52
2,0,4,4,2,6,1,1,3,15,3,3,7,5,0,3,14,4,2,12,5,1,3,7,3,2,9,4,1,2,29,23,52
2,0,4,4,2,6,1,1,3,14,4,2,12,5,1,3,7,3,2,9,4,1,2,15,3,3,7,5,0,3,29,23,52
2,0,4,4,2,6,1,1,3,14,4,2,12,5,1,3,15,3,3,7,5,0,3,7,3,2,9,4,1,2,29,23,52
11,0,26,3,3,6,5,0,2,28,4,4,9,1,1,3,26,3,3,7,4,1,2,6,4,2,11,5,1,3,20,81,101
11,0,26,3,3,6,5,0,2,6,4,2,11,5,1,3,28,4,4,9,1,1,3,26,3,3,7,4,1,2,20,81,101
11,0,26,3,3,6,5,0,2,6,4,2,11,5,1,3,26,3,3,7,4,1,2,28,4,4,9,1,1,3,20,81,101
11,0,26,3,3,6,5,0,2,26,3,3,7,4,1,2,28,4,4,9,1,1,3,6,4,2,11,5,1,3,20,81,101
11,0,26,3,3,6,5,0,2,26,3,3,7,4,1,2,6,4,2,11,5,1,3,28,4,4,9,1,1,3,20,81,101
7,0,8,1,0,3,5,0,1,8,2,1,15,4,1,1,8,1,0,15,4,1,0,24,1,1,1,4,1,0,14,121,135
7,0,8,1,0,3,5,0,1,24,1,1,1,4,1,0,8,2,1,15,4,1,1,8,1,0,15,4,1,0,14,121,135
7,0,8,1,0,3,5,0,1,24,1,1,1,4,1,0,8,1,0,15,4,1,0,8,2,1,15,4,1,1,14,121,135
7,0,8,1,0,3,5,0,1,8,1,0,15,4,1,0,8,2,1,15,4,1,1,24,1,1,1,4,1,0,14,121,135
7,0,8,1,0,3,5,0,1,8,1,0,15,4,1,0,24,1,1,1,4,1,0,8,2,1,15,4,1,1,14,121,135
11,0,26,4,4,6,5,0,3,28,3,3,9,1,1,2,26,4,4,7,4,1,3,6,4,2,11,5,1,3,20,82,102
11,0,26,4,4,6,5,0,3,6,4,2,11,5,1,3,28,3,3,9,1,1,2,26,4,4,7,4,1,3,20,82,102
11,0,26,4,4,6,5,0,3,6,4,2,11,5,1,3,26,4,4,7,4,1,3,28,3,3,9,1,1,2,20,82,102
11,0,26,4,4,6,5,0,3,26,4,4,7,4,1,3,28,3,3,9,1,1,2,6,4,2,11,5,1,3,20,82,102
11,0,26,4,4,6,5,0,3,26,4,4,7,4,1,3,6,4,2,11,5,1,3,28,3,3,9,1,1,2,20,82,102
11,0,25,4,4,6,5,0,3,28,3,3,9,4,1,2,25,4,4,6,4,1,3,5,4,2,12,5,1,3,20,82,102
11,0,25,4,4,6,5,0,3,5,4,2,12,5,1,3,28,3,3,9,4,1,2,25,4,4,6,4,1,3,20,82,102
11,0,25,4,4,6,5,0,3,5,4,2,12,5,1,3,25,4,4,6,4,1,3,28,3,3,9,4,1,2,20,82,102
11,0,25,4,4,6,5,0,3,25,4,4,6,4,1,3,28,3,3,9,4,1,2,5,4,2,12,5,1,3,20,82,102
11,0,25,4,4,6,5,0,3,25,4,4,6,4,1,3,5,4,2,12,5,1,3,28,3,3,9,4,1,2,20,82,102
8,0,9,3,2,0,3,0,0,7,3,0,15,5,1,2,9,3,2,13,5,1,2,26,1,1,4,4,1,0,31,116,147
8,0,9,3,2,0,3,0,0,26,1,1,4,4,1,0,7,3,0,15,5,1,2,9,3,2,13,5,1,2,31,116,147
8,0,9,3,2,0,3,0,0,26,1,1,4,4,1,0,9,3,2,13,5,1,2,7,3,0,15,5,1,2,31,116,147
8,0,9,3,2,0,3,0,0,9,3,2,13,5,1,2,7,3,0,15,5,1,2,26,1,1,4,4,1,0,31,116,147
8,0,9,3,2,0,3,0,0,9,3,2,13,5,1,2,26,1,1,4,4,1,0,7,3,0,15,5,1,2,31,116,147
11,0,25,5,5,7,5,0,3,28,3,3,9,4,1,2,25,5,5,6,1,1,4,5,4,2,12,5,1,3,20,82,102
11,0,25,5,5,7,5,0,3,5,4,2,12,5,1,3,28,3,3,9,4,1,2,25,5,5,6,1,1,4,20,82,102
11,0,25,5,5,7,5,0,3,5,4,2,12,5,1,3,25,5,5,6,1,1,4,28,3,3,9,4,1,2,20,82,102
11,0,25,5,5,7,5,0,3,25,5,5,6,1,1,4,28,3,3,9,4,1,2,5,4,2,12,5,1,3,20,82,102
11,0,25,5,5,7,5,0,3,25,5,5,6,1,1,4,5,4,2,12,5,1,3,28,3,3,9,4,1,2,20,82,102
13,0,29,2,2,7,2,0,2,28,2,2,11,1,1,1,29,2,2,12,4,1,1,13,0,0,0,3,0,0,27,98,125
13,0,29,2,2,7,2,0,2,13,0,0,0,3,0,0,28,2,2,11,1,1,1,29,2,2,12,4,1,1,27,98,125
13,0,29,2,2,7,2,0,2,13,0,0,0,3,0,0,29,2,2,12,4,1,1,28,2,2,11,1,1,1,27,98,125
13,0,29,2,2,7,2,0,2,29,2,2,12,4,1,1,28,2,2,11,1,1,1,13,0,0,0,3,0,0,27,98,125
13,0,29,2,2,7,2,0,2,29,2,2,12,4,1,1,13,0,0,0,3,0,0,28,2,2,11,1,1,1,27,98,125
12,0,30,2,2,0,3,0,0,29,2,2,11,4,1,1,30,2,2,12,4,1,1,7,4,1,7,2,1,3,49,76,125
12,0,30,2,2,0,3,0,0,7,4,1,7,2,1,3,29,2,2,11,4,1,1,30,2,2,12,4,1,1,49,76,125
12,0,30,2,2,0,3,0,0,7,4,1,7,2,1,3,30,2,2,12,4,1,1,29,2,2,11,4,1,1,49,76,125
12,0,30,2,2,0,3,0,0,30,2,2,12,4,1,1,29,2,2,11,4,1,1,7,4,1,7,2,1,3,49,76,125
12,0,30,2,2,0,3,0,0,30,2,2,12,4,1,1,7,4,1,7,2,1,3,29,2,2,11,4,1,1,49,76,125
14,0,28,2,2,7,2,1,3,27,2,2,11,4,1,1,28,2,2,12,4,1,1,14,1,1,0,3,0,1,33,92,125
14,0,28,2,2,7,2,1,3,14,1,1,0,3,0,1,27,2,2,11,4,1,1,28,2,2,12,4,1,1,33,92,125
14,0,28,2,2,7,2,1,3,14,1,1,0,3,0,1,28,2,2,12,4,1,1,27,2,2,11,4,1,1,33,92,125
14,0,28,2,2,7,2,1,3,28,2,2,12,4,1,1,27,2,2,11,4,1,1,14,1,1,0,3,0,1,33,92,125
14,0,28,2,2,7,2,1,3,28,2,2,12,4,1,1,14,1,1,0,3,0,1,27,2,2,11,4,1,1,33,92,125
12,0,30,3,3,0,5,0,1,29,2,2,11,4,1,1,30,3,3,12,4,1,2,9,4,2,7,2,1,3,49,76,125
12,0,30,3,3,0,5,0,1,9,4,2,7,2,1,3,29,2,2,11,4,1,1,30,3,3,12,4,1,2,49,76,125
12,0,30,3,3,0,5,0,1,9,4,2,7,2,1,3,30,3,3,12,4,1,2,29,2,2,11,4,1,1,49,76,125
12,0,30,3,3,0,5,0,1,30,3,3,12,4,1,2,29,2,2,11,4,1,1,9,4,2,7,2,1,3,49,76,125
12,0,30,3,3,0,5,0,1,30,3,3,12,4,1,2,9,4,2,7,2,1,3,29,2,2,11,4,1,1,49,76,125
15,0,20,4,4,13,5,1,3,21,3,3,6,4,1,2,20,4,4,5,4,1,3,6,3,0,9,5,0,3,10,86,96
15,0,20,4,4,13,5,1,3,6,3,0,9,5,0,3,21,3,3,6,4,1,2,20,4,4,5,4,1,3,10,86,96
15,0,20,4,4,13,5,1,3,6,3,0,9,5,0,3,20,4,4,5,4,1,3,21,3,3,6,4,1,2,10,86,96
15,0,20,4,4,13,5,1,3,20,4,4,5,4,1,3,21,3,3,6,4,1,2,6,3,0,9,5,0,3,10,86,96
15,0,20,4,4,13,5,1,3,20,4,4,5,4,1,3,6,3,0,9,5,0,3,21,3,3,6,4,1,2,10,86,96
12,0,29,3,3,0,5,0,1,29,2,2,11,4,1,1,29,3,3,11,4,1,2,9,4,2,7,5,1,3,49,76,125
12,0,29,3,3,0,5,0,1,9,4,2,7,5,1,3,29,2,2,11,4,1,1,29,3,3,11,4,1,2,49,76,125
12,0,29,3,3,0,5,0,1,9,4,2,7,5,1,3,29,3,3,11,4,1,2,29,2,2,11,4,1,1,49,76,125
12,0,29,3,3,0,5,0,1,29,3,3,11,4,1,2,29,2,2,11,4,1,1,9,4,2,7,5,1,3,49,76,125
12,0,29,3,3,0,5,0,1,29,3,3,11,4,1,2,9,4,2,7,5,1,3,29,2,2,11,4,1,1,49,76,125
15,0,20,4,4,14,5,1,4,21,3,3,6,4,1,2,20,4,4,5,4,1,3,5,3,0,10,5,0,3,11,85,96
15,0,20,4,4,14,5,1,4,5,3,0,10,5,0,3,21,3,3,6,4,1,2,20,4,4,5,4,1,3,11,85,96
15,0,20,4,4,14,5,1,4,5,3,0,10,5,0,3,20,4,4,5,4,1,3,21,3,3,6,4,1,2,11,85,96
15,0,20,4,4,14,5,1,4,20,4,4,5,4,1,3,21,3,3,6,4,1,2,5,3,0,10,5,0,3,11,85,96
15,0,20,4,4,14,5,1,4,20,4,4,5,4,1,3,5,3,0,10,5,0,3,21,3,3,6,4,1,2,11,85,96
12,0,24,4,4,9,5,0,3,25,3,3,7,4,1,2,24,4,4,6,4,1,3,3,3,1,13,5,1,2,24,76,100
12,0,24,4,4,9,5,0,3,3,3,1,13,5,1,2,25,3,3,7,4,1,2,24,4,4,6,4,1,3,24,76,100
12,0,24,4,4,9,5,0,3,3,3,1,13,5,1,2,24,4,4,6,4,1,3,25,3,3,7,4,1,2,24,76,100
12,0,24,4,4,9,5,0,3,24,4,4,6,4,1,3,25,3,3,7,4,1,2,3,3,1,13,5,1,2,24,76,100
12,0,24,4,4,9,5,0,3,24,4,4,6,4,1,3,3,3,1,13,5,1,2,25,3,3,7,4,1,2,24,76,100
15,0,19,4,4,14,2,1,4,21,3,3,6,4,1,2,19,4,4,4,4,1,3,5,3,0,10,2,0,3,11,85,96
15,0,19,4,4,14,2,1,4,5,3,0,10,2,0,3,21,3,3,6,4,1,2,19,4,4,4,4,1,3,11,85,96
15,0,19,4,4,14,2,1,4,5,3,0,10,2,0,3,19,4,4,4,4,1,3,21,3,3,6,4,1,2,11,85,96
15,0,19,4,4,14,2,1,4,19,4,4,4,4,1,3,21,3,3,6,4,1,2,5,3,0,10,2,0,3,11,85,96
15,0,19,4,4,14,2,1,4,19,4,4,4,4,1,3,5,3,0,10,2,0,3,21,3,3,6,4,1,2,11,85,96
12,0,22,4,4,10,2,0,2,23,3,3,5,4,1,2,22,4,4,4,1,1,3,4,5,1,14,2,1,4,20,76,96
12,0,22,4,4,10,2,0,2,4,5,1,14,2,1,4,23,3,3,5,4,1,2,22,4,4,4,1,1,3,20,76,96
12,0,22,4,4,10,2,0,2,4,5,1,14,2,1,4,22,4,4,4,1,1,3,23,3,3,5,4,1,2,20,76,96
12,0,22,4,4,10,2,0,2,22,4,4,4,1,1,3,23,3,3,5,4,1,2,4,5,1,14,2,1,4,20,76,96
12,0,22,4,4,10,2,0,2,22,4,4,4,1,1,3,4,5,1,14,2,1,4,23,3,3,5,4,1,2,20,76,96
15,0,19,3,3,15,5,1,3,19,2,2,4,1,1,1,19,3,3,4,4,1,2,4,3,0,11,2,0,3,6,85,91
15,0,19,3,3,15,5,1,3,4,3,0,11,2,0,3,19,2,2,4,1,1,1,19,3,3,4,4,1,2,6,85,91
15,0,19,3,3,15,5,1,3,4,3,0,11,2,0,3,19,3,3,4,4,1,2,19,2,2,4,1,1,1,6,85,91
15,0,19,3,3,15,5,1,3,19,3,3,4,4,1,2,19,2,2,4,1,1,1,4,3,0,11,2,0,3,6,85,91
15,0,19,3,3,15,5,1,3,19,3,3,4,4,1,2,4,3,0,11,2,0,3,19,2,2,4,1,1,1,6,85,91
10,0,25,4,4,13,5,1,2,27,3,3,7,4,1,2,25,4,4,5,4,1,3,5,3,2,9,5,0,3,34,67,101
10,0,25,4,4,13,5,1,2,5,3,2,9,5,0,3,27,3,3,7,4,1,2,25,4,4,5,4,1,3,34,67,101
10,0,25,4,4,13,5,1,2,5,3,2,9,5,0,3,25,4,4,5,4,1,3,27,3,3,7,4,1,2,34,67,101
10,0,25,4,4,13,5,1,2,25,4,4,5,4,1,3,27,3,3,7,4,1,2,5,3,2,9,5,0,3,34,67,101
10,0,25,4,4,13,5,1,2,25,4,4,5,4,1,3,5,3,2,9,5,0,3,27,3,3,7,4,1,2,34,67,101
10,0,24,4,4,10,5,0,2,25,3,3,5,4,1,2,24,4,4,4,1,1,3,6,4,1,14,5,1,3,28,67,95
10,0,24,4,4,10,5,0,2,6,4,1,14,5,1,3,25,3,3,5,4,1,2,24,4,4,4,1,1,3,28,67,95
10,0,24,4,4,10,5,0,2,6,4,1,14,5,1,3,24,4,4,4,1,1,3,25,3,3,5,4,1,2,28,67,95
10,0,24,4,4,10,5,0,2,24,4,4,4,1,1,3,25,3,3,5,4,1,2,6,4,1,14,5,1,3,28,67,95
10,0,24,4,4,10,5,0,2,24,4,4,4,1,1,3,6,4,1,14,5,1,3,25,3,3,5,4,1,2,28,67,95
7,0,26,2,2,11,5,1,3,26,1,1,3,4,1,0,26,2,2,3,1,1,1,8,3,2,15,1,1,2,31,55,86
7,0,26,2,2,11,5,1,3,8,3,2,15,1,1,2,26,1,1,3,4,1,0,26,2,2,3,1,1,1,31,55,86
7,0,26,2,2,11,5,1,3,8,3,2,15,1,1,2,26,2,2,3,1,1,1,26,1,1,3,4,1,0,31,55,86
7,0,26,2,2,11,5,1,3,26,2,2,3,1,1,1,26,1,1,3,4,1,0,8,3,2,15,1,1,2,31,55,86
7,0,26,2,2,11,5,1,3,26,2,2,3,1,1,1,8,3,2,15,1,1,2,26,1,1,3,4,1,0,31,55,86
9,0,22,1,1,12,4,1,2,19,2,1,0,2,1,1,22,1,1,1,4,1,0,3,5,1,12,4,1,4,13,61,74
9,0,22,1,1,12,4,1,2,3,5,1,12,4,1,4,19,2,1,0,2,1,1,22,1,1,1,4,1,0,13,61,74
9,0,22,1,1,12,4,1,2,3,5,1,12,4,1,4,22,1,1,1,4,1,0,19,2,1,0,2,1,1,13,61,74
9,0,22,1,1,12,4,1,2,22,1,1,1,4,1,0,19,2,1,0,2,1,1,3,5,1,12,4,1,4,13,61,74
9,0,22,1,1,12,4,1,2,22,1,1,1,4,1,0,3,5,1,12,4,1,4,19,2,1,0,2,1,1,13,61,74
7,0,19,3,1,9,1,1,2,21,2,2,0,2,0,2,19,3,1,0,2,1,2,1,4,0,8,4,1,3,5,55,60
7,0,19,3,1,9,1,1,2,1,4,0,8,4,1,3,21,2,2,0,2,0,2,19,3,1,0,2,1,2,5,55,60
7,0,19,3,1,9,1,1,2,1,4,0,8,4,1,3,19,3,1,0,2,1,2,21,2,2,0,2,0,2,5,55,60
7,0,19,3,1,9,1,1,2,19,3,1,0,2,1,2,21,2,2,0,2,0,2,1,4,0,8,4,1,3,5,55,60
7,0,19,3,1,9,1,1,2,19,3,1,0,2,1,2,1,4,0,8,4,1,3,21,2,2,0,2,0,2,5,55,60
9,0,22,1,1,11,4,1,2,19,2,1,0,2,1,1,22,1,1,1,4,1,0,2,5,1,11,4,1,4,13,61,74
9,0,22,1,1,11,4,1,2,2,5,1,11,4,1,4,19,2,1,0,2,1,1,22,1,1,1,4,1,0,13,61,74
9,0,22,1,1,11,4,1,2,2,5,1,11,4,1,4,22,1,1,1,4,1,0,19,2,1,0,2,1,1,13,61,74
9,0,22,1,1,11,4,1,2,22,1,1,1,4,1,0,19,2,1,0,2,1,1,2,5,1,11,4,1,4,13,61,74
9,0,22,1,1,11,4,1,2,22,1,1,1,4,1,0,2,5,1,11,4,1,4,19,2,1,0,2,1,1,13,61,74
6,0,20,2,1,7,1,1,3,21,2,2,1,5,0,2,20,2,1,0,5,0,2,2,4,1,8,4,1,3,8,49,57
6,0,20,2,1,7,1,1,3,2,4,1,8,4,1,3,21,2,2,1,5,0,2,20,2,1,0,5,0,2,8,49,57
6,0,20,2,1,7,1,1,3,2,4,1,8,4,1,3,20,2,1,0,5,0,2,21,2,2,1,5,0,2,8,49,57
6,0,20,2,1,7,1,1,3,20,2,1,0,5,0,2,21,2,2,1,5,0,2,2,4,1,8,4,1,3,8,49,57
6,0,20,2,1,7,1,1,3,20,2,1,0,5,0,2,2,4,1,8,4,1,3,21,2,2,1,5,0,2,8,49,57
4,0,29,3,3,11,2,1,2,29,2,2,3,1,1,1,29,3,3,3,1,1,2,11,4,2,15,1,1,3,50,40,90
4,0,29,3,3,11,2,1,2,11,4,2,15,1,1,3,29,2,2,3,1,1,1,29,3,3,3,1,1,2,50,40,90
4,0,29,3,3,11,2,1,2,11,4,2,15,1,1,3,29,3,3,3,1,1,2,29,2,2,3,1,1,1,50,40,90
4,0,29,3,3,11,2,1,2,29,3,3,3,1,1,2,29,2,2,3,1,1,1,11,4,2,15,1,1,3,50,40,90
4,0,29,3,3,11,2,1,2,29,3,3,3,1,1,2,11,4,2,15,1,1,3,29,2,2,3,1,1,1,50,40,90
5,0,27,2,2,12,2,1,4,26,1,1,1,4,1,0,27,2,2,2,1,1,1,9,3,2,14,4,1,2,40,43,83
5,0,27,2,2,12,2,1,4,9,3,2,14,4,1,2,26,1,1,1,4,1,0,27,2,2,2,1,1,1,40,43,83
5,0,27,2,2,12,2,1,4,9,3,2,14,4,1,2,27,2,2,2,1,1,1,26,1,1,1,4,1,0,40,43,83
5,0,27,2,2,12,2,1,4,27,2,2,2,1,1,1,26,1,1,1,4,1,0,9,3,2,14,4,1,2,40,43,83
5,0,27,2,2,12,2,1,4,27,2,2,2,1,1,1,9,3,2,14,4,1,2,26,1,1,1,4,1,0,40,43,83
4,0,20,3,2,5,4,1,3,19,3,3,5,5,0,3,20,3,2,2,5,1,2,2,3,1,6,4,1,2,6,40,46
4,0,20,3,2,5,4,1,3,2,3,1,6,4,1,2,19,3,3,5,5,0,3,20,3,2,2,5,1,2,6,40,46
4,0,20,3,2,5,4,1,3,2,3,1,6,4,1,2,20,3,2,2,5,1,2,19,3,3,5,5,0,3,6,40,46
4,0,20,3,2,5,4,1,3,20,3,2,2,5,1,2,19,3,3,5,5,0,3,2,3,1,6,4,1,2,6,40,46
4,0,20,3,2,5,4,1,3,20,3,2,2,5,1,2,2,3,1,6,4,1,2,19,3,3,5,5,0,3,6,40,46
2,0,22,2,1,7,4,1,2,23,2,2,3,5,0,2,22,2,1,2,5,0,2,4,4,2,6,4,1,3,25,28,53
2,0,22,2,1,7,4,1,2,4,4,2,6,4,1,3,23,2,2,3,5,0,2,22,2,1,2,5,0,2,25,28,53
2,0,22,2,1,7,4,1,2,4,4,2,6,4,1,3,22,2,1,2,5,0,2,23,2,2,3,5,0,2,25,28,53
2,0,22,2,1,7,4,1,2,22,2,1,2,5,0,2,23,2,2,3,5,0,2,4,4,2,6,4,1,3,25,28,53
2,0,22,2,1,7,4,1,2,22,2,1,2,5,0,2,4,4,2,6,4,1,3,23,2,2,3,5,0,2,25,28,53
3,0,23,3,1,9,1,1,2,25,3,2,0,2,1,2,23,3,1,0,2,1,2,6,4,3,9,4,1,3,32,34,66
3,0,23,3,1,9,1,1,2,6,4,3,9,4,1,3,25,3,2,0,2,1,2,23,3,1,0,2,1,2,32,34,66
3,0,23,3,1,9,1,1,2,6,4,3,9,4,1,3,23,3,1,0,2,1,2,25,3,2,0,2,1,2,32,34,66
3,0,23,3,1,9,1,1,2,23,3,1,0,2,1,2,25,3,2,0,2,1,2,6,4,3,9,4,1,3,32,34,66
