from,to,dist_d,n_call,n_floor,car_position_call,car_direction_call,car_queue_buttons,car_queue_floor,dist_d_deny1,n_call_deny1,n_floor_deny1,car_position_deny1,car_direction_deny1,car_queue_buttons_deny1,car_queue_floor_deny1,dist_d_deny2,n_call_deny2,n_floor_deny2,car_position_deny2,car_direction_deny2,car_queue_buttons_deny2,car_queue_floor_deny2,dist_d_deny3,n_call_deny3,n_floor_deny3,car_position_deny3,car_direction_deny3,car_queue_buttons_deny3,car_queue_floor_deny3,waiting_time,journey_time,total_time
7,0,7,2,0,14,4,1,1,28,1,1,5,4,1,0,8,2,1,9,5,1,1,29,2,2,6,4,1,1,20,25,45
7,0,4,2,1,0,3,0,0,8,2,0,15,5,1,1,7,0,0,0,3,0,0,4,2,1,7,5,1,1,17,60,77
8,0,13,2,1,4,5,0,1,5,1,0,13,4,1,0,5,1,0,3,5,0,1,13,2,1,9,5,1,1,14,56,70
12,0,7,2,1,6,5,0,2,29,2,2,11,4,1,1,7,2,0,5,5,0,2,7,2,1,11,5,1,1,22,45,67
12,0,3,2,1,8,5,1,1,25,1,1,7,4,1,0,25,2,2,7,4,1,1,3,2,1,15,1,1,1,11,45,56
12,0,2,3,0,10,5,1,1,23,1,1,5,4,1,0,23,2,2,5,4,1,1,2,3,0,14,1,1,2,8,45,53
9,0,3,2,0,12,2,1,1,22,1,1,1,4,1,0,23,3,3,2,1,1,2,3,2,0,12,4,1,1,10,36,46
8,0,30,2,2,9,4,1,1,18,1,1,0,5,0,1,23,1,1,1,4,1,0,30,2,2,8,4,1,1,8,31,39
1,0,1,1,0,2,4,1,0,14,2,1,11,5,0,2,16,1,1,5,5,0,1,1,1,0,0,2,1,0,4,14,18
13,0,28,2,2,0,3,1,0,29,2,2,12,4,1,1,19,2,2,2,4,1,1,28,2,2,11,4,1,1,34,39,73
2,0,6,2,0,0,3,0,0,5,2,0,7,1,1,1,7,1,0,9,4,1,0,6,2,0,8,2,1,1,7,12,19
10,0,10,2,0,7,5,0,1,4,2,1,12,5,0,2,21,2,2,1,1,1,1,10,2,0,0,2,1,1,8,34,42
10,0,10,2,0,13,5,0,2,21,2,2,1,1,1,1,5,2,1,7,5,0,2,10,2,0,0,2,1,1,12,31,43
1,0,8,1,0,2,2,1,0,4,1,0,5,4,1,0,4,1,0,5,4,1,0,8,1,0,9,4,1,0,5,8,13
10,0,10,2,0,8,5,0,2,3,4,0,13,2,1,3,21,1,1,1,4,1,0,10,2,0,0,2,0,2,6,35,41
7,0,24,1,1,8,5,0,1,28,1,1,5,4,1,0,12,1,1,3,5,0,1,24,1,1,1,4,1,0,31,22,53
11,0,25,1,1,0,2,1,0,12,1,1,3,5,0,1,27,2,2,8,1,1,1,25,1,1,6,4,1,0,33,30,63
7,0,24,1,1,9,5,0,2,27,1,1,4,4,1,0,12,1,1,3,5,0,1,24,1,1,1,4,1,0,31,22,53
11,0,11,1,0,5,5,0,1,4,2,1,11,5,0,2,21,2,2,2,4,1,1,11,1,0,0,2,1,0,19,30,49
8,0,8,1,0,0,2,1,0,7,2,1,11,5,0,2,24,2,2,2,4,1,1,8,1,1,6,5,0,1,25,28,53
9,0,1,2,0,8,2,1,1,28,2,2,7,1,1,1,9,1,1,0,3,0,1,30,1,1,9,4,1,0,6,24,30
14,0,25,1,1,4,4,1,0,18,2,2,2,4,1,1,20,1,1,4,4,1,0,25,1,1,9,4,1,0,46,44,90
14,0,20,1,1,0,5,1,1,14,2,0,0,5,1,1,16,2,1,0,5,1,1,20,1,1,4,4,1,0,37,45,82
15,0,22,1,1,3,4,1,0,18,2,2,3,4,1,1,16,2,2,1,1,1,1,22,1,1,7,4,1,0,45,44,89
4,0,18,1,1,0,5,0,1,22,2,2,4,5,0,2,19,3,3,5,5,0,3,22,1,1,4,5,0,1,9,59,68
15,0,19,1,1,0,5,1,1,15,2,0,0,5,1,1,15,2,0,0,5,1,1,19,1,1,4,4,1,0,40,44,84
4,0,17,2,1,1,5,0,2,22,2,2,4,5,0,2,19,3,3,5,5,0,3,22,1,1,4,5,0,1,9,60,69
8,0,24,1,1,0,2,0,1,22,3,2,0,2,1,2,22,2,1,0,2,1,1,24,1,1,2,4,1,0,19,63,82
11,0,11,0,0,0,2,0,0,16,2,2,3,5,0,2,13,3,1,4,5,0,3,16,1,1,3,5,0,1,30,43,73
11,0,1,4,0,10,5,1,3,5,2,1,14,5,1,1,4,3,1,13,5,1,2,4,3,3,15,3,1,2,4,43,47
9,0,23,1,1,0,5,0,2,21,3,2,0,2,0,3,21,2,1,0,2,0,2,23,1,1,2,4,1,0,24,59,83
4,0,12,3,1,6,5,1,2,14,2,2,12,5,0,2,15,2,1,9,5,1,1,14,2,1,12,5,0,2,31,26,57
14,0,20,1,1,0,3,1,0,14,2,2,0,3,1,1,14,2,2,0,3,1,1,20,1,1,4,4,1,0,43,46,89
3,0,14,3,1,11,5,0,1,16,2,2,11,5,0,2,16,2,1,9,2,1,1,14,3,1,5,5,1,2,38,21,59
6,0,5,5,0,14,2,1,1,21,1,0,15,5,1,0,9,2,2,15,3,1,1,5,5,0,11,2,1,4,19,27,46
3,0,8,4,0,11,2,1,3,12,2,2,15,3,1,1,11,3,0,14,2,1,2,12,2,0,15,5,1,1,26,21,47
6,0,9,4,0,15,4,1,1,9,1,1,15,3,1,0,8,3,0,14,4,1,2,9,4,0,11,2,1,3,19,27,46
1,0,17,2,1,4,5,1,1,19,2,2,10,5,0,2,18,3,1,9,2,1,2,19,1,1,10,5,0,1,49,14,63
6,0,5,4,0,15,4,1,0,8,3,0,14,4,1,2,9,3,0,15,4,1,2,5,4,0,11,4,1,3,19,27,46
5,0,8,4,1,12,5,1,1,11,3,1,14,2,1,2,10,2,2,15,3,0,2,8,4,1,9,5,1,3,33,22,55
5,0,6,5,0,14,2,1,1,20,1,0,15,5,1,0,10,2,2,15,3,1,1,6,5,0,11,2,1,4,28,22,50
3,0,3,0,0,0,3,0,0,20,2,2,5,5,0,2,17,1,1,0,5,0,1,3,0,0,0,3,0,0,9,10,19
9,0,7,1,0,9,5,0,2,9,3,2,12,5,1,2,9,1,1,0,3,1,0,7,1,0,2,5,0,1,2,34,36
8,0,8,0,0,0,3,0,0,11,3,2,11,2,0,3,6,1,1,6,5,0,1,25,1,1,3,4,1,0,19,24,43
10,0,24,4,4,7,4,1,2,28,3,3,8,4,1,2,28,3,3,8,4,1,2,24,4,4,4,4,1,3,62,30,92
2,0,13,1,1,7,5,0,1,17,3,2,11,5,1,2,29,1,1,1,4,1,0,13,1,1,1,5,0,1,31,11,42
5,0,3,1,0,8,2,0,1,10,2,2,15,3,1,1,4,2,0,9,4,1,1,5,0,0,0,3,0,0,11,16,27
11,0,22,3,3,6,1,1,1,25,3,3,6,1,1,2,25,2,2,6,4,1,1,22,3,3,3,4,1,2,43,56,99
14,0,24,4,4,12,4,1,1,27,3,3,11,4,1,2,28,3,3,12,4,1,2,24,4,4,8,4,1,3,67,48,115
15,0,15,0,0,9,5,0,2,11,1,0,4,5,0,1,12,1,0,3,2,0,1,15,0,0,0,3,0,0,21,43,64
11,0,26,2,2,14,4,1,0,25,2,2,6,4,1,1,11,0,0,0,3,0,0,26,2,2,7,4,1,1,7,30,37
7,0,5,1,1,4,5,0,1,7,1,0,0,2,1,0,9,1,1,6,5,0,1,9,3,1,14,2,1,2,7,30,37
8,0,8,0,0,0,3,0,0,25,1,1,3,4,1,0,13,1,1,1,5,0,1,12,3,2,10,5,1,2,23,26,49
3,0,2,1,0,5,4,1,0,14,3,2,7,5,1,2,6,2,0,9,4,1,1,10,4,2,13,4,1,3,5,13,18
11,0,11,1,1,0,5,1,0,26,1,1,7,4,1,0,11,2,1,6,5,1,1,11,1,1,0,3,1,0,29,53,82
10,0,3,2,0,11,5,0,1,7,1,0,3,5,0,1,5,2,0,15,4,1,1,3,2,0,7,5,1,1,8,49,57
10,0,3,2,0,11,2,0,2,7,1,0,3,5,0,1,5,2,0,15,1,1,1,3,2,0,7,5,1,1,8,49,57
10,0,26,1,1,14,1,1,2,8,3,1,6,5,1,2,30,2,2,10,1,1,1,26,1,1,6,4,1,0,1,48,49
9,0,28,1,1,10,1,1,1,9,3,1,6,2,1,2,5,4,2,14,1,1,3,28,1,1,7,4,1,0,6,45,51
9,0,27,1,1,10,1,1,1,9,3,1,6,5,1,2,5,3,2,14,1,1,2,27,1,1,6,4,1,0,6,45,51
9,0,27,1,1,10,4,1,1,9,3,1,6,5,1,2,5,4,3,14,4,1,3,27,1,1,6,4,1,0,6,45,51
9,0,26,1,1,10,4,1,1,8,3,1,7,5,1,2,5,4,3,14,4,1,3,26,1,1,5,4,1,0,6,45,51
9,0,26,2,2,13,4,1,3,8,3,1,7,5,1,2,30,2,2,9,4,1,1,26,2,2,5,4,1,1,6,45,51
6,0,25,1,1,8,4,1,1,7,3,1,11,5,1,2,6,3,2,12,1,1,2,25,1,1,1,4,1,0,5,36,41
4,0,29,2,2,9,1,1,1,12,3,1,8,2,1,2,9,4,3,13,1,1,3,29,2,2,3,4,1,1,21,29,50
6,0,30,2,2,0,3,0,0,7,2,1,13,4,1,1,30,2,2,6,4,1,1,30,2,2,6,4,1,1,15,95,110
4,0,29,2,2,9,1,1,2,12,2,1,8,2,1,1,9,4,3,13,4,1,3,29,2,2,3,1,1,1,21,29,50
4,0,29,2,2,9,1,1,2,12,2,1,8,5,1,1,9,4,3,13,4,1,3,29,2,2,3,1,1,1,21,29,50
14,0,21,1,1,3,5,0,1,27,1,1,11,1,1,0,18,2,2,2,4,1,1,21,1,1,5,4,1,0,28,77,105
3,0,28,1,1,7,4,1,2,10,3,1,11,5,1,2,9,4,3,12,4,1,3,28,1,1,1,4,1,0,20,24,44
14,0,20,1,1,3,5,0,2,27,1,1,11,4,1,0,18,2,2,2,1,1,1,20,1,1,4,4,1,0,28,77,105
14,0,9,2,0,14,2,1,1,14,1,0,0,2,0,1,7,1,0,7,5,0,1,9,2,0,5,5,0,2,1,76,77
15,0,15,0,0,9,5,1,1,19,1,1,4,4,1,0,15,1,0,0,5,0,1,15,0,0,0,3,0,0,21,71,92
15,0,15,0,0,9,5,1,2,18,1,1,3,4,1,0,14,1,0,1,5,0,1,15,0,0,0,3,0,0,22,70,92
15,0,14,1,0,11,5,1,2,16,1,1,1,4,1,0,12,1,0,3,5,0,1,14,1,0,1,5,0,1,19,70,89
14,0,22,1,0,15,4,1,2,9,1,0,5,5,0,1,27,2,2,11,4,1,1,22,1,0,8,2,1,0,4,65,69
13,0,5,2,0,15,1,1,0,8,1,0,5,5,0,1,28,2,2,11,4,1,1,5,2,0,8,2,1,1,11,60,71
12,0,20,1,0,15,4,1,1,7,1,0,5,5,0,1,29,2,2,11,4,1,1,20,1,0,8,2,1,0,16,55,71
12,0,26,1,1,6,5,0,2,28,2,2,10,4,1,1,3,4,2,15,4,1,3,26,1,1,8,4,1,0,16,55,71
12,0,26,1,1,14,4,1,3,6,3,0,6,2,0,3,28,2,2,10,1,1,1,26,1,1,8,4,1,0,16,55,71
11,0,20,1,1,12,1,1,2,2,3,1,11,5,1,2,27,3,3,8,4,1,2,20,1,1,1,4,1,0,5,50,55
11,0,20,1,1,12,4,1,3,2,3,1,11,5,1,2,26,4,4,7,4,1,3,20,1,1,1,4,1,0,5,50,55
11,0,19,1,1,12,5,1,2,26,4,4,7,4,1,3,1,4,0,12,4,1,3,19,1,1,0,4,1,0,5,50,55
6,0,5,2,2,0,2,0,1,9,1,1,7,5,0,1,10,3,1,14,2,1,2,5,2,2,5,5,0,2,16,82,98
8,0,30,1,1,6,5,0,1,2,2,0,10,4,1,1,7,4,3,15,4,1,3,30,1,1,8,4,1,0,10,76,86
11,0,11,1,0,0,2,1,1,30,3,3,11,1,1,2,25,3,3,6,4,1,2,30,3,3,11,1,1,2,6,60,66
10,0,18,5,3,2,2,1,5,30,3,3,10,1,1,2,24,3,3,4,1,1,2,30,2,2,10,4,1,1,5,55,60
10,0,18,5,3,4,1,1,1,30,2,2,10,1,1,1,29,2,2,9,4,1,1,18,5,3,2,2,1,4,1,54,55
9,0,18,5,4,3,5,1,4,30,2,2,9,4,1,1,24,3,3,3,4,1,2,30,1,1,9,4,1,0,22,51,73
7,0,17,6,5,8,4,1,0,25,2,2,2,4,1,1,29,2,2,6,4,1,1,17,6,5,6,5,1,5,3,44,47
5,0,16,6,4,7,4,1,1,15,2,1,0,2,1,1,29,1,1,4,4,1,0,16,6,4,9,2,1,5,5,37,42
4,0,17,6,4,7,4,1,1,16,2,1,0,2,1,1,30,1,1,4,4,1,0,17,6,4,9,2,1,5,19,32,51
2,0,16,4,2,4,4,1,0,20,3,3,0,2,0,3,2,1,0,0,2,1,0,16,4,2,12,5,1,3,5,25,30
2,0,16,4,2,0,2,1,0,1,2,0,3,4,1,1,20,3,3,0,5,0,3,16,4,2,12,2,1,3,5,25,30
1,0,17,5,3,3,4,1,1,21,3,3,0,5,0,3,3,2,1,0,2,1,1,17,5,3,12,2,1,4,10,20,30
1,0,16,4,2,2,1,1,1,18,3,3,3,5,0,3,5,3,2,0,2,1,2,16,4,2,13,5,1,3,6,20,26
1,0,16,4,2,2,4,1,1,18,3,3,3,5,0,3,13,4,3,0,2,1,3,16,4,2,13,2,1,3,6,20,26
3,0,15,4,3,0,2,1,1,29,3,3,2,1,1,2,18,3,3,1,5,0,3,15,4,3,12,2,1,3,20,43,63
3,0,15,4,3,0,2,1,2,29,3,3,2,1,1,2,17,3,3,2,5,0,3,15,4,3,12,5,1,3,20,44,64
6,0,11,3,2,0,2,0,4,25,2,2,1,1,1,1,11,3,3,5,5,0,3,11,3,2,13,5,1,2,24,35,59
7,0,10,4,2,0,2,1,2,25,2,2,2,1,1,1,12,3,3,3,5,0,3,10,4,2,13,5,1,3,34,30,64
5,0,6,3,0,6,4,1,1,3,3,0,2,2,1,2,6,2,1,11,4,1,1,6,3,0,11,4,1,2,3,23,26
1,0,14,3,0,5,5,1,2,7,4,2,0,2,1,3,12,3,1,11,2,1,2,14,3,0,15,5,1,2,29,12,41
2,0,2,1,1,0,3,1,0,10,4,0,12,2,1,3,4,4,2,6,4,1,3,9,4,2,11,4,1,3,12,112,124
12,0,12,2,0,0,5,0,2,29,3,3,11,1,1,2,23,3,3,5,4,1,2,29,3,3,11,4,1,2,39,81,120
12,0,16,5,1,2,2,0,5,28,3,3,10,1,1,2,22,3,3,4,1,1,2,28,2,2,10,4,1,1,35,81,116
13,0,5,4,2,12,2,1,3,20,2,2,3,4,1,1,13,3,0,0,5,0,3,13,2,0,0,2,1,1,8,76,84
14,0,6,5,1,10,2,1,4,21,3,3,5,1,1,2,14,2,0,0,2,1,1,18,1,1,2,4,1,0,24,71,95
14,0,6,5,1,10,2,1,4,21,2,2,5,1,1,1,14,3,0,0,2,1,2,17,1,1,1,4,1,0,24,71,95
14,0,6,5,1,10,5,1,4,21,2,2,5,4,1,1,14,4,0,0,2,1,3,17,1,1,1,4,1,0,24,71,95
14,0,3,4,1,13,2,1,3,18,2,2,2,4,1,1,10,3,0,4,5,0,3,14,4,0,0,2,1,3,9,71,80
15,0,14,3,0,1,5,0,3,26,3,3,11,4,1,2,19,3,3,4,4,1,2,25,3,3,10,4,1,2,59,66,125
15,0,14,4,0,1,5,0,4,26,3,3,11,4,1,2,19,3,3,4,1,1,2,25,3,3,10,1,1,2,60,65,125
15,0,13,5,0,2,5,0,5,25,3,3,10,4,1,2,19,3,3,4,1,1,2,25,2,2,10,1,1,1,61,64,125
9,0,11,5,4,0,2,1,1,26,2,2,5,1,1,1,22,1,1,1,4,1,0,11,5,4,10,2,1,4,29,72,101
15,0,12,6,0,3,5,1,5,24,2,2,9,4,1,1,18,3,3,3,4,1,2,24,1,1,9,4,1,0,57,63,120
14,0,1,3,0,15,5,1,2,14,4,0,0,2,1,3,4,3,0,10,2,1,2,11,3,0,3,5,1,2,10,56,66
9,0,11,5,4,0,2,1,2,26,2,2,5,4,1,1,22,1,1,1,4,1,0,11,5,4,10,5,1,4,29,73,102
11,0,2,2,0,13,4,1,1,10,3,0,1,5,1,2,5,2,0,12,2,1,1,26,2,2,7,4,1,1,5,47,52
11,0,9,5,3,0,2,1,2,24,2,2,5,4,1,1,20,1,1,1,4,1,0,9,5,3,10,5,1,4,40,63,103
6,0,4,2,0,10,4,1,1,19,3,1,3,5,1,2,3,3,1,9,1,1,2,29,2,2,5,4,1,1,10,34,44
11,0,4,3,1,11,2,1,1,11,4,0,0,2,0,4,5,4,0,6,2,1,3,4,3,1,15,4,1,2,1,62,63
12,0,4,4,1,8,5,0,3,19,1,1,1,4,1,0,10,4,0,2,5,0,4,4,4,1,14,2,1,3,24,57,81
12,0,4,4,1,8,5,0,4,18,1,1,0,4,1,0,10,4,0,2,2,0,4,4,4,1,14,2,1,3,24,57,81
9,0,5,2,0,12,2,1,1,8,4,0,1,2,1,3,2,3,0,7,2,1,2,5,2,0,14,4,1,1,12,48,60
8,0,3,2,0,9,1,1,1,17,3,1,3,5,1,2,27,2,2,5,4,1,1,3,2,0,11,4,1,1,7,43,50
8,0,2,3,0,9,1,1,2,17,3,1,3,5,1,2,27,2,2,5,4,1,1,2,3,0,10,4,1,2,7,43,50
6,0,30,2,2,7,4,1,1,15,3,2,7,5,1,2,25,1,1,1,4,1,0,30,2,2,6,4,1,1,14,36,50
6,0,30,2,2,7,4,1,1,15,3,2,7,5,1,2,25,1,1,1,4,1,0,30,2,2,6,4,1,1,14,36,50
6,0,30,2,2,7,4,1,1,15,3,2,7,5,1,2,25,1,1,1,4,1,0,30,2,2,6,4,1,1,14,36,50
4,0,29,2,2,6,1,1,0,16,5,3,10,2,1,4,4,1,0,0,2,1,0,29,2,2,3,4,1,1,7,29,36
2,0,30,1,1,4,4,1,2,17,4,3,11,5,1,3,16,1,1,0,5,0,1,30,1,1,2,4,1,0,68,22,90
2,0,16,2,1,5,5,0,2,14,3,1,14,5,1,2,30,1,1,2,1,1,0,16,2,1,0,2,1,1,1,21,22
1,0,14,3,0,0,2,1,1,14,4,3,9,5,1,3,10,4,2,3,2,1,3,14,3,0,15,5,1,2,16,107,123
2,0,13,3,0,0,2,1,2,13,4,3,9,5,1,3,9,4,2,3,2,1,3,13,3,0,15,5,1,2,22,103,125
2,0,13,3,3,0,2,1,3,13,4,3,9,5,1,3,9,4,2,3,2,1,3,13,3,3,15,3,1,2,22,103,125
4,0,11,3,3,0,2,1,0,11,4,3,9,2,1,3,7,3,2,3,2,0,3,11,3,3,15,3,1,2,32,96,128
10,0,26,3,3,6,5,1,1,28,2,2,8,4,1,1,21,1,1,1,1,1,0,26,3,3,6,1,1,2,9,81,90
9,0,24,2,2,0,2,1,0,11,5,3,10,2,1,4,27,2,2,6,4,1,1,24,2,2,3,4,1,1,24,57,81
12,0,24,2,2,7,5,1,2,25,2,2,7,4,1,1,19,1,1,1,4,1,0,24,2,2,6,4,1,1,15,74,89
12,0,24,2,2,8,5,1,3,24,2,2,6,4,1,1,18,1,1,0,4,1,0,24,2,2,6,4,1,1,15,74,89
10,0,20,1,1,2,5,0,1,8,4,2,12,2,1,3,24,2,2,4,4,1,1,20,1,1,0,4,1,0,22,53,75
14,0,27,2,2,2,5,1,1,25,2,2,9,4,1,1,21,2,2,5,1,1,1,27,2,2,11,4,1,1,38,67,105
8,0,10,2,1,9,5,0,3,8,2,1,14,5,1,1,8,3,0,0,5,1,2,10,2,1,0,2,1,1,16,46,62
14,0,27,2,2,3,5,1,2,25,3,3,9,1,1,2,21,2,2,5,4,1,1,27,2,2,11,4,1,1,38,67,105
8,0,10,1,1,10,5,1,3,7,4,1,15,1,1,3,8,3,0,0,2,1,2,10,1,1,0,5,0,1,11,46,57
14,0,22,3,3,6,5,1,1,24,2,2,8,4,1,1,17,2,2,1,1,1,1,22,3,3,6,1,1,2,29,67,96
8,0,5,1,1,13,1,1,1,8,2,0,0,2,0,2,30,4,4,8,1,1,3,5,1,1,5,5,0,1,2,46,48
15,0,21,2,2,8,5,1,3,21,2,2,6,4,1,1,15,1,1,0,4,1,0,21,2,2,6,4,1,1,31,62,93
5,0,13,2,2,8,4,1,2,6,3,2,11,4,1,2,7,2,1,2,5,0,2,13,2,2,8,5,0,2,7,37,44
15,0,20,2,2,8,5,1,4,21,2,2,6,1,1,1,15,1,1,0,3,1,0,20,2,2,5,4,1,1,32,61,93
3,0,14,1,1,10,2,1,3,12,4,2,15,1,1,3,11,3,1,0,2,1,2,14,1,1,1,5,0,1,28,30,58
15,0,15,1,1,12,2,1,3,19,2,2,4,4,1,1,13,2,0,2,5,0,2,15,1,1,0,4,1,0,20,61,81
3,0,16,2,2,8,4,1,2,9,3,2,12,4,1,2,10,2,1,1,5,0,2,16,2,2,7,5,0,2,17,30,47
15,0,15,1,1,12,2,1,3,19,2,2,4,4,1,1,13,2,0,2,5,0,2,15,1,1,0,3,1,0,20,61,81
3,0,14,2,1,5,4,1,3,6,3,2,9,4,1,2,9,2,1,2,5,1,1,14,2,1,9,2,1,1,12,30,42
15,0,15,2,0,14,2,1,2,17,1,1,2,4,1,0,9,3,0,6,5,0,3,15,2,0,0,2,1,1,13,61,74
3,0,14,2,1,5,1,1,3,5,3,1,8,4,1,2,9,2,1,2,5,1,1,14,2,1,9,5,1,1,12,30,42
2,0,16,2,1,7,5,0,3,14,3,1,14,2,1,2,29,1,1,1,4,1,0,16,2,1,0,2,1,1,49,25,74
1,0,10,5,3,11,4,1,4,30,1,1,1,4,1,0,18,6,4,9,2,1,5,30,2,2,1,1,1,1,16,20,36
1,0,10,5,3,11,4,1,4,30,1,1,1,4,1,0,18,6,4,9,2,1,5,30,2,2,1,1,1,1,10,20,30
1,0,10,5,3,11,4,1,4,30,1,1,1,4,1,0,18,6,4,9,2,1,5,30,2,2,1,1,1,1,10,20,30
2,0,7,5,2,0,2,1,0,15,4,3,11,5,1,3,2,1,0,0,2,1,0,7,5,2,9,1,1,4,17,13,30
1,0,6,4,2,1,5,0,1,14,4,1,13,2,1,3,13,1,1,0,2,0,1,6,4,2,7,4,1,3,9,9,18
1,0,5,4,1,2,5,0,2,14,4,1,13,2,1,3,13,1,1,0,5,0,1,5,4,1,6,4,1,3,9,9,18
9,0,9,1,0,0,2,1,0,8,3,2,13,5,1,2,23,2,2,2,1,1,1,6,2,1,5,5,0,2,33,79,112
13,0,7,2,0,6,5,1,2,30,3,3,13,4,1,2,13,2,0,0,5,0,2,25,4,4,8,1,1,3,36,69,105
13,0,7,2,0,6,5,1,2,30,3,3,13,4,1,2,13,2,0,0,5,0,2,25,4,4,8,1,1,3,29,69,98
13,0,7,2,0,6,5,1,2,30,3,3,13,4,1,2,13,2,0,0,5,0,2,25,4,4,8,1,1,3,29,69,98
11,0,10,2,0,7,5,1,2,24,2,2,5,4,1,1,22,2,2,3,1,1,1,10,2,0,13,2,1,1,7,62,69
11,0,2,2,0,13,4,1,1,23,2,2,4,4,1,1,9,5,1,8,5,1,4,22,2,2,3,4,1,1,7,62,69
10,0,3,3,1,13,4,1,2,24,2,2,4,4,1,1,10,5,2,8,2,1,4,23,2,2,3,4,1,1,12,57,69
10,0,2,4,1,12,4,1,3,23,2,2,3,4,1,1,10,5,2,8,2,1,4,22,3,3,2,4,1,2,12,57,69
9,0,2,5,1,11,4,1,4,22,1,1,1,4,1,0,10,5,4,9,2,1,4,22,2,2,1,1,1,1,10,52,62
7,0,6,2,0,13,5,1,1,30,2,2,7,4,1,1,5,3,1,6,5,1,2,26,3,3,3,1,1,2,69,45,114
7,0,6,3,0,13,5,1,2,30,2,2,7,4,1,1,5,3,1,6,5,1,2,26,3,3,3,1,1,2,69,45,114
7,0,2,5,0,0,2,1,0,7,2,0,0,2,1,1,9,4,2,12,5,1,3,2,5,0,9,1,1,4,10,45,55
6,0,1,3,0,7,4,1,2,5,1,0,1,5,0,1,9,4,1,13,2,1,3,8,2,1,0,2,0,2,4,40,44
4,0,8,4,3,12,4,1,3,29,2,2,3,4,1,1,16,6,4,8,2,1,5,28,3,3,2,1,1,2,41,33,74
4,0,2,3,0,6,1,1,2,4,2,0,2,2,1,1,11,3,1,13,5,1,2,9,1,1,1,5,0,1,8,33,41
2,0,16,2,1,0,3,1,0,14,2,1,14,5,1,1,10,3,2,8,5,0,3,16,2,1,0,2,1,1,24,124,148
2,0,16,2,1,0,5,1,1,14,2,1,14,5,1,1,9,3,1,9,5,0,3,16,2,1,0,2,1,1,24,125,149
8,0,5,3,0,7,2,1,2,28,2,2,6,4,1,1,25,3,3,3,1,1,2,5,3,0,13,2,1,2,6,107,113
8,0,5,3,0,7,2,1,2,28,2,2,6,4,1,1,25,3,3,3,1,1,2,5,3,0,13,2,1,2,6,107,113
9,0,8,2,1,3,5,1,1,29,3,3,8,1,1,2,26,4,4,5,1,1,3,8,2,1,9,5,1,1,22,102,124
12,0,30,4,4,8,2,1,4,21,2,2,3,4,1,1,20,3,3,2,4,1,2,30,4,4,12,4,1,3,20,90,110
12,0,30,5,5,8,2,1,5,21,2,2,3,4,1,1,20,3,3,2,1,1,2,30,5,5,12,4,1,4,20,90,110
12,0,29,5,5,8,2,1,5,20,2,2,2,4,1,1,20,3,3,2,1,1,2,29,5,5,11,4,1,4,20,90,110
