id,from,to,car,incoming_time,boarding_time,attended_time,dist_d,n_call,n_floor,car_position_call,car_direction_call,car_queue_buttons,car_queue_floor,dist_d_deny1,n_call_deny1,n_floor_deny1,car_position_deny1,car_direction_deny1,car_queue_buttons_deny1,car_queue_floor_deny1,dist_d_deny2,n_call_deny2,n_floor_deny2,car_position_deny2,car_direction_deny2,car_queue_buttons_deny2,car_queue_floor_deny2,dist_d_deny3,n_call_deny3,n_floor_deny3,car_position_deny3,car_direction_deny3,car_queue_buttons_deny3,car_queue_floor_deny3,waiting_time,journey_time,total_time
p_300,0,4,e_0,8,9,22,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,1,13,14
p_299,0,5,e_1,9,10,25,0,0,0,0,3,0,0,8,2,2,0,5,1,1,0,0,0,0,3,0,0,0,0,0,0,3,0,0,1,15,16
p_297,0,6,e_2,15,16,33,0,0,0,0,3,0,0,17,2,2,1,5,2,0,9,1,1,1,5,1,0,0,0,0,0,3,0,0,1,17,18
p_298,0,9,e_0,11,12,36,0,0,0,0,3,0,0,8,1,1,0,2,1,0,10,2,2,0,2,1,1,0,0,0,0,3,0,0,1,24,25
p_296,0,4,e_3,28,29,44,0,0,0,0,3,0,0,12,1,1,6,5,1,0,5,0,0,5,3,0,0,8,1,1,4,5,1,0,1,15,16
p_295,0,5,e_3,29,31,50,8,2,2,5,3,0,0,12,1,1,6,5,1,0,7,1,1,5,5,1,0,8,2,2,0,5,1,1,2,19,21
p_286,0,3,e_1,46,49,59,20,2,2,3,4,0,1,6,1,0,6,4,0,1,22,4,4,0,2,3,1,20,2,2,4,5,2,0,3,10,13
p_289,0,4,e_1,43,46,65,20,3,3,4,4,0,1,8,1,0,8,4,0,1,12,2,2,0,2,1,1,20,3,3,4,2,3,0,3,19,22
p_285,0,4,e_2,53,55,68,19,1,1,0,5,0,0,3,1,0,3,4,0,1,21,6,6,1,5,6,0,19,1,1,5,5,1,0,2,13,15
p_294,0,12,e_3,31,32,68,10,3,3,5,4,0,1,11,1,1,7,5,1,0,6,1,1,6,5,1,0,10,3,3,0,2,2,1,1,36,37
p_284,0,4,e_2,54,56,69,18,1,1,2,4,0,1,21,6,6,1,5,6,0,0,1,1,0,2,0,1,18,1,1,6,5,1,0,2,13,15
p_293,0,12,e_3,33,34,69,24,3,3,4,4,0,1,10,1,1,8,5,1,0,6,1,1,6,2,0,1,24,3,3,0,2,3,0,1,35,36
p_287,0,5,e_1,45,48,71,20,2,2,3,4,0,1,7,1,0,7,4,0,1,22,3,3,0,2,2,1,20,2,2,4,2,2,0,3,23,26
p_292,0,6,e_1,38,42,77,22,3,3,6,3,0,0,9,0,0,9,3,0,0,1,1,0,1,4,0,1,22,3,3,2,5,3,0,4,35,39
p_290,0,6,e_1,40,45,78,21,3,3,0,4,0,1,9,1,0,9,4,0,1,6,1,0,6,4,0,1,21,3,3,3,5,3,0,5,33,38
p_283,0,9,e_2,57,58,83,17,1,1,1,4,0,1,19,6,6,3,5,6,0,8,1,1,0,2,1,0,17,1,1,7,5,1,0,1,25,26
p_282,0,7,e_0,66,67,86,12,1,1,0,3,0,0,18,4,4,4,2,4,0,14,2,2,4,5,2,0,12,1,1,12,5,1,0,1,19,20
p_288,0,8,e_1,44,47,86,20,3,3,4,4,0,1,7,1,0,7,4,0,1,22,3,3,0,2,2,1,20,3,3,4,2,2,1,3,39,42
p_291,0,11,e_1,39,44,96,22,3,3,9,3,0,0,1,1,0,1,4,0,1,6,1,0,6,4,0,1,22,3,3,2,5,3,0,5,52,57
p_281,0,1,e_3,73,100,112,12,0,0,12,3,0,0,13,1,1,1,5,1,0,17,3,3,5,5,3,0,13,1,1,5,5,1,0,27,12,39
p_278,0,2,e_3,77,104,118,11,1,0,11,4,0,1,11,1,1,3,5,1,0,16,3,3,6,2,3,0,11,1,1,7,5,1,0,27,14,41
p_277,0,6,e_0,82,105,122,8,1,0,8,4,0,1,8,1,1,6,5,1,0,15,2,2,7,5,2,0,9,1,1,9,2,1,0,23,17,40
p_279,0,5,e_3,76,103,128,11,1,0,11,4,0,1,11,1,1,3,5,1,0,16,3,3,6,2,3,0,12,1,1,6,5,1,0,27,25,52
p_276,0,11,e_2,84,105,132,7,1,0,9,2,0,0,7,1,1,7,5,1,0,14,2,2,8,5,2,0,7,1,0,7,4,0,1,21,27,48
p_274,0,8,e_3,88,106,138,5,1,0,7,3,0,0,14,1,1,8,5,1,0,8,1,0,8,4,0,1,5,1,0,5,4,0,1,18,32,50
p_271,0,1,e_1,121,138,146,26,3,3,6,4,0,1,6,1,1,6,2,1,0,16,1,1,6,5,1,0,26,3,3,2,5,3,0,17,8,25
p_268,0,2,e_0,144,145,154,18,1,1,0,3,0,0,19,4,4,1,5,4,0,11,0,0,11,3,0,0,18,1,1,10,5,1,0,1,9,10
p_280,0,14,e_3,75,102,154,12,1,0,12,4,0,1,12,1,1,2,5,1,0,16,3,3,6,5,3,0,12,1,1,6,5,1,0,27,52,79
p_275,0,14,e_3,86,105,155,6,1,0,6,4,0,1,7,1,1,7,2,0,1,14,2,2,8,2,1,1,9,1,0,9,4,0,1,19,50,69
p_273,0,4,e_1,110,135,156,27,5,5,11,3,0,0,11,1,1,1,5,1,0,21,1,1,1,5,1,0,27,5,5,1,5,5,0,25,21,46
p_270,0,9,e_1,122,139,170,25,3,3,6,4,0,1,6,1,1,6,2,0,1,15,1,1,7,5,1,0,25,3,3,3,5,3,0,17,31,48
p_269,0,9,e_1,127,140,171,23,3,3,6,3,0,0,3,1,0,3,4,0,1,13,1,1,9,5,1,0,23,3,3,5,2,3,0,13,31,44
p_272,0,10,e_1,113,137,177,27,4,4,10,4,0,1,10,1,1,2,5,1,0,20,1,1,2,5,1,0,27,4,4,1,2,4,0,24,40,64
p_267,0,1,e_0,148,164,180,16,1,1,11,3,0,0,4,1,1,0,5,1,0,19,3,3,1,5,3,0,16,1,1,12,5,1,0,16,16,32
p_265,0,4,e_0,152,167,190,14,1,1,10,4,0,1,2,1,1,2,5,1,0,17,3,3,3,5,3,0,14,1,1,14,5,1,0,15,23,38
p_258,0,7,e_2,168,173,192,14,0,0,2,4,0,1,22,5,5,0,2,4,1,11,2,2,9,5,2,0,14,0,0,14,3,0,0,5,19,24
p_262,0,5,e_0,157,170,196,14,0,0,2,3,0,0,16,2,2,4,2,2,0,7,1,0,7,4,0,1,14,0,0,14,3,0,0,13,26,39
p_261,0,5,e_0,164,171,197,14,0,0,4,4,0,1,2,2,2,0,5,1,1,13,2,2,7,5,2,0,14,0,0,14,3,0,0,7,26,33
p_266,0,6,e_0,151,166,203,15,1,1,10,4,0,1,3,1,1,1,5,1,0,18,3,3,2,5,3,0,15,1,1,13,5,1,0,15,37,52
p_263,0,7,e_0,154,169,209,14,1,1,9,4,0,1,2,1,1,2,2,0,1,16,3,3,4,5,3,0,14,1,1,14,2,1,0,15,40,55
p_260,0,7,e_0,165,172,210,14,0,0,3,4,0,1,2,2,2,0,2,1,1,13,2,2,7,5,2,0,14,0,0,14,3,0,0,7,38,45
p_255,0,3,e_1,184,207,221,14,0,0,14,3,0,0,28,7,7,2,5,7,0,10,1,0,10,4,0,1,10,1,1,4,5,1,0,23,14,37
p_264,0,11,e_0,153,168,222,14,1,1,9,4,0,1,2,1,1,2,2,1,0,17,3,3,3,5,3,0,14,1,1,14,2,1,0,15,54,69
p_254,0,4,e_1,187,208,227,13,1,0,8,4,0,1,27,7,7,3,5,7,0,9,1,1,5,5,1,0,13,1,0,13,4,0,1,21,19,40
p_250,0,2,e_3,217,218,227,0,0,0,0,3,0,0,21,3,3,9,5,3,0,28,5,5,2,5,5,0,2,1,0,2,4,0,1,1,9,10
p_257,0,14,e_0,169,174,232,14,0,0,1,4,0,1,22,6,6,0,2,5,1,11,2,2,9,2,2,0,14,0,0,14,3,0,0,5,58,63
p_253,0,5,e_1,190,209,233,12,1,0,7,4,0,1,26,7,7,4,2,6,1,7,1,1,7,5,1,0,12,1,0,12,4,0,1,19,24,43
p_252,0,5,e_1,205,210,234,4,1,0,7,3,0,0,24,4,4,6,5,4,0,20,2,2,0,5,1,1,4,1,0,4,4,0,1,5,24,29
p_259,0,15,e_0,167,173,238,14,0,0,2,4,0,1,12,4,4,0,2,3,1,12,2,2,8,5,2,0,14,0,0,14,3,0,0,6,65,71
p_256,0,10,e_1,182,205,248,14,0,0,10,3,0,0,29,7,7,1,5,7,0,11,1,1,3,5,1,0,14,0,0,14,3,0,0,23,43,66
p_249,0,6,e_2,239,240,257,2,0,0,0,3,0,0,15,1,1,15,3,0,1,24,2,2,6,5,2,0,2,0,0,2,3,0,0,1,17,18
p_251,0,15,e_1,209,211,262,2,1,0,2,4,0,1,23,4,4,7,2,4,0,20,5,5,0,2,4,1,6,1,0,6,4,0,1,2,51,53
p_248,0,5,e_3,246,253,269,2,0,0,2,3,0,0,15,0,0,15,3,0,0,20,2,2,10,5,2,0,11,1,1,1,5,1,0,7,16,23
p_247,0,5,e_3,250,255,270,1,1,0,1,4,0,1,15,0,0,15,3,0,0,20,1,1,10,5,1,0,9,1,1,3,5,1,0,5,15,20
p_241,0,1,e_2,283,284,288,0,1,1,15,3,0,0,15,0,0,15,3,0,0,30,5,5,0,2,5,0,0,1,1,0,3,0,1,1,4,5
p_245,0,7,e_2,269,279,304,5,1,1,3,4,0,1,15,0,0,15,3,0,0,15,0,0,15,3,0,0,5,1,1,5,2,1,0,10,25,35
p_242,0,8,e_2,277,282,310,3,1,0,3,4,0,1,15,0,0,15,3,0,0,15,0,0,15,3,0,0,20,2,2,0,5,1,1,5,28,33
p_236,0,1,e_3,305,307,313,26,4,4,5,4,0,1,14,1,0,14,4,0,1,23,4,4,7,2,4,0,26,4,4,0,2,3,1,2,6,8
p_246,0,10,e_2,262,277,318,8,1,1,6,3,0,0,15,0,0,15,3,0,0,15,1,1,15,5,0,1,8,1,1,2,5,1,0,15,41,56
p_244,0,12,e_2,271,280,326,5,0,0,5,2,0,0,15,0,0,15,3,0,0,15,0,0,15,3,0,0,2,1,0,2,4,0,1,9,46,55
p_233,0,1,e_0,311,318,328,25,6,6,2,4,0,1,11,1,0,11,4,0,1,22,3,3,8,2,3,0,25,6,6,1,5,6,0,7,10,17
p_237,0,7,e_3,304,306,329,22,3,3,5,4,0,1,15,1,0,15,4,0,1,23,5,5,7,2,4,1,22,3,3,0,2,2,1,2,23,25
p_235,0,8,e_3,308,309,335,26,5,5,3,4,0,1,13,1,0,13,4,0,1,22,4,4,8,5,4,0,26,5,5,0,2,5,0,1,26,27
p_230,0,3,e_0,319,321,336,23,5,5,7,4,0,1,16,4,4,0,2,3,1,20,2,2,10,2,2,0,23,5,5,3,5,5,0,2,15,17
p_243,0,15,e_2,272,281,336,5,1,0,2,4,0,1,15,0,0,15,3,0,0,15,0,0,15,3,0,0,5,1,0,5,4,0,1,9,55,64
p_240,0,9,e_3,301,302,341,0,0,0,0,3,0,0,7,1,0,7,4,0,1,15,0,0,15,3,0,0,24,5,5,6,5,5,0,1,39,40
