p_3,4,0,e_2,25,40,62,4,0,0,0,3,0,0,19,1,1,3,5,0,1,17,1,1,1,5,0,1,4,0,0,0,3,0,0,15,22,37
p_4,5,0,e_2,34,45,62,5,0,0,2,5,0,1,15,1,1,6,5,0,1,13,1,1,4,5,0,1,5,0,0,0,3,0,0,11,17,28
p_5,9,0,e_1,41,49,92,9,0,0,7,5,0,1,8,1,1,9,5,0,1,5,2,0,4,5,1,1,9,0,0,0,3,0,0,8,43,51
p_6,9,0,e_1,45,49,92,9,0,0,8,5,0,2,7,1,1,10,5,0,1,26,1,1,5,4,1,0,9,0,0,0,3,0,0,4,43,47
p_2,11,0,e_1,19,57,92,11,0,0,0,3,0,0,14,1,1,1,5,0,1,11,0,0,0,3,0,0,11,0,0,0,3,0,0,38,35,73
p_1,13,0,e_0,13,55,96,13,0,0,0,3,0,0,13,0,0,0,3,0,0,13,0,0,0,3,0,0,13,0,0,0,3,0,0,42,41,83
p_12,0,8,e_1,86,92,118,21,2,2,2,4,1,0,3,1,0,3,4,1,0,14,3,3,6,5,0,3,21,2,2,9,5,1,1,6,26,32
p_16,4,0,e_0,101,114,136,13,2,1,0,5,0,1,9,1,1,3,5,1,0,7,3,1,9,5,1,2,13,2,1,13,5,1,1,13,22,35
p_15,5,0,e_0,99,119,136,12,2,1,0,3,0,0,9,1,1,2,5,1,0,6,3,1,9,5,1,2,12,2,1,13,5,1,1,20,17,37
p_13,8,0,e_2,87,94,138,13,2,1,6,5,0,3,25,1,1,3,4,1,0,23,1,1,1,4,1,0,13,2,1,9,5,1,1,7,44,51
p_10,9,0,e_2,77,99,138,15,2,1,3,5,0,1,27,1,1,6,4,1,0,26,1,1,5,4,1,0,15,2,1,6,5,1,1,22,39,61
p_9,10,0,e_2,67,104,138,17,2,1,0,3,0,0,29,1,1,9,4,1,0,28,1,1,8,4,1,0,17,2,1,3,5,1,1,37,34,71
p_11,4,0,e_2,84,124,138,18,2,1,5,5,0,2,30,1,1,4,4,1,0,28,1,1,2,4,1,0,18,2,1,8,5,1,1,40,14,54
p_7,2,0,e_3,55,64,156,2,0,0,0,3,0,0,11,1,0,13,4,1,0,9,2,0,11,5,1,1,30,1,1,2,4,1,0,9,92,101
p_14,13,0,e_3,87,99,156,8,2,1,9,5,1,1,20,1,1,3,4,1,0,18,1,1,1,4,1,0,7,4,0,6,5,0,4,12,57,69
p_8,15,0,e_3,62,107,156,13,1,0,2,5,0,1,26,1,1,11,4,1,0,25,1,1,10,4,1,0,15,0,0,0,3,0,0,45,49,94
p_20,3,0,e_3,142,145,156,1,1,0,4,4,1,0,9,1,1,2,5,1,0,18,1,0,15,2,1,0,3,1,1,0,3,0,1,3,11,14
p_19,0,7,e_0,125,136,161,9,1,0,3,4,1,0,20,1,1,10,2,0,1,4,1,0,4,4,1,0,9,1,0,9,4,1,0,11,25,36
p_21,0,10,e_2,142,143,177,4,1,0,0,3,0,0,12,1,1,2,5,1,0,15,1,1,15,2,1,0,4,1,0,4,4,1,0,1,34,35
