from,to,dist_d,n_call,n_floor,car_position_call,car_direction_call,car_queue_buttons,car_queue_floor,dist_d_deny1,n_call_deny1,n_floor_deny1,car_position_deny1,car_direction_deny1,car_queue_buttons_deny1,car_queue_floor_deny1,dist_d_deny2,n_call_deny2,n_floor_deny2,car_position_deny2,car_direction_deny2,car_queue_buttons_deny2,car_queue_floor_deny2,dist_d_deny3,n_call_deny3,n_floor_deny3,car_position_deny3,car_direction_deny3,car_queue_buttons_deny3,car_queue_floor_deny3,waiting_time,journey_time,total_time
13,0,11,6,0,12,2,1,4,4,7,1,13,5,1,6,8,4,1,7,5,1,3,11,6,0,2,5,1,5,6,61,67
13,0,10,6,0,12,5,1,4,4,7,1,13,5,1,6,8,4,1,7,5,1,3,10,6,0,3,5,1,5,4,61,65
14,0,28,3,3,4,4,1,2,20,4,4,4,4,1,3,23,5,5,7,1,1,4,28,3,3,12,4,1,2,70,56,126
14,0,10,6,0,13,2,1,5,2,7,1,14,5,1,6,6,4,0,8,5,1,3,10,6,0,4,5,1,5,6,56,62
7,0,10,6,1,13,5,1,5,9,7,1,14,5,1,6,13,4,2,8,5,1,3,10,6,1,3,5,1,5,30,33,63
6,0,13,6,2,11,5,1,5,13,6,2,11,5,1,5,17,5,3,5,5,1,4,13,6,2,1,5,0,6,45,28,73
5,0,14,6,3,11,5,1,4,14,6,2,11,5,1,5,18,5,3,5,5,1,4,14,6,3,1,5,0,6,50,23,73
3,0,13,5,4,14,5,1,5,12,6,4,15,4,1,5,15,4,2,10,5,1,3,13,5,4,4,5,1,4,43,15,58
1,0,25,1,1,7,5,1,2,14,6,3,9,5,1,5,30,4,4,1,4,1,3,25,1,1,4,5,0,1,83,101,184
4,0,8,3,2,7,1,1,3,30,3,3,4,4,1,2,30,3,3,4,4,1,2,8,3,2,12,4,1,2,48,90,138
4,0,28,5,5,2,5,1,2,19,5,2,7,5,1,4,16,5,5,8,5,0,5,28,5,5,2,4,1,4,7,90,97
7,0,25,5,5,2,5,1,2,15,5,2,8,5,1,4,13,5,5,8,5,0,5,25,5,5,2,4,1,4,17,79,96
12,0,19,4,4,4,3,1,3,9,5,1,9,5,1,4,7,6,2,9,5,1,5,19,4,4,1,4,1,3,29,62,91
14,0,20,5,5,0,5,0,2,12,3,1,4,5,1,2,9,5,0,5,5,0,5,20,5,5,4,4,1,4,52,54,106
14,0,8,5,0,12,2,1,3,29,6,6,13,4,1,5,29,6,6,13,4,1,5,8,5,0,6,2,1,4,9,54,63
8,0,10,7,2,9,4,1,3,28,5,5,6,4,1,4,28,4,4,6,4,1,3,10,7,2,12,5,1,6,4,34,38
6,0,7,5,1,14,2,1,2,4,6,1,10,4,1,5,4,6,1,10,4,1,5,7,5,1,7,5,1,4,29,26,55
5,0,10,5,3,11,5,1,3,9,6,2,14,4,1,5,9,6,2,14,4,1,5,10,5,3,5,5,1,4,45,21,66
5,0,11,8,1,7,4,1,3,29,3,3,4,4,1,2,29,4,4,4,4,1,3,11,8,1,14,5,1,7,9,21,30
5,0,11,8,1,7,4,1,3,29,3,3,4,4,1,2,28,4,4,3,4,1,3,11,8,1,14,5,1,7,8,21,29
4,0,10,9,5,5,1,1,1,28,2,2,2,4,1,1,28,3,3,2,4,1,2,10,9,5,14,4,1,8,6,16,22
2,0,29,4,4,4,3,1,2,19,5,2,9,5,1,4,17,6,5,9,5,1,5,29,4,4,1,4,1,3,83,8,91
2,0,13,9,7,6,4,1,2,30,3,3,2,4,1,2,30,3,3,2,4,1,2,13,9,7,15,4,1,8,16,8,24
1,0,4,4,1,5,4,1,3,26,3,3,3,5,0,3,24,5,5,3,5,0,5,30,2,2,1,4,1,1,28,125,153
1,0,2,5,0,3,4,1,4,23,4,2,6,5,1,3,20,5,5,7,5,0,5,26,3,2,1,5,1,2,17,125,142
4,0,5,2,1,9,4,1,1,26,4,4,0,4,1,3,26,3,3,0,4,1,2,30,3,3,4,4,1,2,52,114,166
5,0,5,2,1,10,4,1,1,27,4,4,2,4,1,3,27,3,3,2,4,1,2,30,4,4,5,4,1,3,62,109,171
6,0,8,4,1,0,5,0,4,14,6,2,10,5,1,5,12,5,4,10,5,1,4,18,5,3,4,5,1,4,26,104,130
7,0,1,3,0,8,4,1,2,23,3,2,0,5,0,3,21,2,2,0,5,0,2,27,2,2,4,4,1,1,65,99,164
10,0,10,5,0,0,5,0,5,9,6,2,11,5,1,5,8,5,4,10,5,1,4,13,5,2,5,5,1,4,40,88,128
11,0,7,5,1,10,5,1,4,26,5,5,7,4,1,4,26,5,5,7,4,1,4,30,4,4,11,4,1,3,4,83,87
14,0,5,5,0,9,5,1,4,24,6,6,8,4,1,5,24,6,6,8,4,1,5,29,4,4,13,4,1,3,19,72,91
14,0,4,7,1,12,5,1,6,22,5,5,6,4,1,4,22,4,4,6,4,1,3,25,5,5,9,4,1,4,8,72,80
15,0,4,6,0,11,5,1,5,22,6,6,7,4,1,5,22,5,5,7,4,1,4,26,4,4,11,4,1,3,18,67,85
12,0,5,7,2,13,5,1,6,23,4,4,5,4,1,3,23,3,3,5,4,1,2,26,4,4,8,1,1,3,21,56,77
12,0,5,8,2,13,5,1,7,23,4,4,5,4,1,3,23,3,3,5,4,1,2,26,4,4,8,4,1,3,20,56,76
11,0,3,9,1,14,4,1,8,21,2,2,2,4,1,1,21,3,3,2,4,1,2,24,3,3,5,4,1,2,12,51,63
10,0,9,6,2,11,5,1,5,26,5,5,6,4,1,4,26,4,4,6,4,1,3,29,4,4,9,4,1,3,35,46,81
1,0,16,8,2,5,4,1,2,4,4,2,5,4,1,3,7,4,3,8,4,1,3,16,8,2,13,5,1,7,26,83,109
2,0,15,6,5,12,5,1,4,14,7,1,14,5,1,6,18,4,2,8,5,1,3,15,6,5,3,5,1,5,74,78,152
3,0,12,6,3,13,4,1,5,10,6,4,13,4,1,5,14,5,2,11,5,1,4,12,6,3,5,5,1,5,68,73,141
3,0,16,6,2,6,4,1,3,3,5,2,6,4,1,4,7,4,2,10,4,1,3,16,6,2,11,5,1,5,43,73,116
3,0,9,10,7,0,3,1,3,3,4,4,0,3,1,4,30,3,3,3,4,1,2,9,10,7,12,4,1,9,16,73,89
4,0,8,10,6,0,5,0,3,22,4,2,0,5,0,4,29,3,3,3,4,1,2,8,10,6,12,4,1,9,20,68,88
4,0,7,10,5,0,5,0,5,22,4,2,0,5,0,4,29,3,3,3,4,1,2,7,10,5,11,4,1,9,19,68,87
10,0,2,10,1,0,5,0,4,16,4,1,0,5,0,4,23,3,3,3,4,1,2,2,10,1,12,4,1,9,40,48,88
11,0,23,8,8,9,5,1,3,10,3,2,9,5,1,2,12,2,1,7,5,1,1,23,8,8,4,1,1,7,10,43,53
8,0,24,8,8,11,4,1,2,9,2,1,13,5,1,1,11,2,1,11,5,1,1,24,8,8,2,4,1,7,9,32,41
7,0,28,8,8,8,5,1,2,14,3,2,9,5,1,2,17,2,1,6,5,1,1,28,8,8,5,4,1,7,28,27,55
5,0,14,8,4,8,4,1,2,10,1,0,15,4,1,0,11,2,1,14,5,1,1,14,8,4,1,5,0,8,12,19,31
5,0,13,8,4,7,4,1,2,8,1,0,13,4,1,0,10,1,0,15,4,1,0,13,8,4,2,5,1,7,7,19,26
4,0,2,8,1,6,5,1,1,19,3,2,7,5,1,2,22,2,1,4,5,1,1,2,8,1,6,4,1,7,47,14,61
4,0,29,8,8,10,5,1,3,15,3,2,11,5,1,2,18,2,1,8,5,1,1,29,8,8,3,1,1,7,34,14,48
1,0,29,5,5,10,5,1,4,17,6,4,10,5,1,5,23,5,3,4,5,1,4,29,5,5,0,4,1,4,83,101,184
1,0,13,9,8,2,4,1,1,1,3,0,2,4,1,2,4,3,2,5,4,1,2,13,9,8,14,4,1,8,14,101,115
2,0,15,6,1,7,4,1,4,5,5,3,7,4,1,4,9,4,2,11,4,1,3,15,6,1,11,5,1,5,41,96,137
5,0,9,10,6,2,4,1,1,27,3,3,2,4,1,2,30,3,3,5,4,1,2,9,10,6,14,4,1,9,29,85,114
13,0,29,10,10,1,4,1,2,18,3,3,1,4,1,2,21,2,2,4,4,1,1,29,10,10,12,4,1,9,51,59,110
15,0,25,8,8,2,2,1,2,13,4,0,2,2,1,3,16,3,3,1,4,1,2,25,8,8,10,4,1,7,46,51,97
15,0,18,8,8,12,5,1,2,4,4,0,11,5,1,3,6,2,0,9,5,1,1,18,8,8,3,4,1,7,12,51,63
6,0,19,6,4,7,4,1,1,27,1,1,3,4,1,0,3,1,0,9,4,1,0,19,6,4,5,5,1,5,5,22,27
5,0,10,5,4,8,4,1,0,29,1,1,4,4,1,0,5,1,0,10,4,1,0,10,5,4,5,2,1,4,13,17,30
2,0,11,10,8,5,4,1,2,29,4,4,1,4,1,3,29,4,4,1,4,1,3,11,10,8,13,4,1,9,27,88,115
15,0,27,10,10,4,4,1,1,15,5,5,0,4,1,4,15,4,4,0,4,1,3,27,10,10,12,4,1,9,63,47,110
5,0,13,2,1,0,3,0,0,6,2,1,3,5,1,1,5,0,0,0,3,1,0,13,2,1,12,5,1,1,18,17,35
5,0,12,2,1,0,3,0,0,5,1,0,0,5,0,1,6,2,1,3,5,1,1,12,2,1,13,5,1,1,18,17,35
2,0,19,4,2,0,3,0,0,2,1,0,4,4,1,0,3,1,0,5,4,1,0,19,4,2,9,5,1,3,9,62,71
3,0,17,3,1,1,5,0,1,29,1,1,2,4,1,0,30,1,1,3,4,1,0,17,3,1,10,5,1,2,9,57,66
7,0,12,2,1,2,5,1,1,24,1,1,1,4,1,0,24,1,1,1,4,1,0,12,2,1,11,5,1,1,18,43,61
10,0,6,2,1,4,5,1,1,9,1,0,1,5,0,1,10,1,0,0,5,0,1,6,2,1,14,5,1,1,20,32,52
2,0,13,5,3,5,5,1,4,11,6,4,13,4,1,5,11,6,4,13,4,1,5,15,5,2,11,5,1,4,115,102,217
3,0,12,4,3,5,5,1,3,11,6,4,14,4,1,5,11,6,3,14,4,1,5,14,4,2,11,5,1,3,121,97,218
4,0,9,4,1,7,5,1,3,7,6,3,11,4,1,5,7,6,3,11,4,1,5,11,4,1,13,5,1,3,117,92,209
5,0,7,9,5,12,1,1,8,26,4,4,1,4,1,3,26,3,3,1,4,1,2,29,2,2,4,4,1,1,80,87,167
6,0,10,8,1,14,5,1,7,28,3,3,4,4,1,2,27,3,3,3,1,1,2,30,4,4,6,4,1,3,98,82,180
6,0,9,9,4,15,4,1,8,27,3,3,3,4,1,2,27,3,3,3,4,1,2,30,3,3,6,4,1,2,95,82,177
6,0,8,9,4,14,4,1,8,26,2,2,2,4,1,1,26,3,3,2,4,1,2,29,3,3,5,1,1,2,92,82,174
6,0,7,10,5,13,4,1,9,25,3,3,1,1,1,2,25,3,3,1,1,1,2,28,3,3,4,4,1,2,88,82,170
8,0,8,7,1,14,2,1,6,26,3,3,4,1,1,2,26,4,4,4,4,1,3,29,4,4,7,4,1,3,109,74,183
9,0,7,9,1,14,5,1,8,25,3,3,4,4,1,2,24,3,3,3,1,1,2,27,4,4,6,4,1,3,111,69,180
9,0,5,9,2,14,4,1,8,23,2,2,2,4,1,1,23,3,3,2,4,1,2,26,3,3,5,1,1,2,105,69,174
10,0,5,9,0,15,2,1,8,23,3,3,3,4,1,2,23,3,3,3,4,1,2,26,3,3,6,4,1,2,114,64,178
10,0,4,10,2,14,4,1,9,22,3,3,2,4,1,2,22,3,3,2,4,1,2,25,3,3,5,4,1,2,108,64,172
15,0,10,5,0,5,5,1,4,23,2,2,8,4,1,1,18,1,1,3,4,1,0,25,1,1,10,4,1,0,39,47,86
2,0,2,0,0,0,3,0,0,14,2,2,8,5,0,2,8,1,1,8,5,0,1,2,0,0,0,3,0,0,9,8,17
9,0,30,1,1,2,4,1,0,22,2,2,1,4,1,1,30,1,1,9,4,1,0,30,1,1,9,4,1,0,36,29,65
10,0,30,1,1,3,4,1,0,30,1,1,10,4,1,0,24,1,1,4,4,1,0,30,1,1,10,4,1,0,42,70,112
12,0,26,1,1,0,4,1,1,26,1,1,8,4,1,0,19,2,2,1,4,1,1,26,1,1,8,4,1,0,42,62,104
15,0,15,0,0,10,5,0,2,14,1,0,1,5,0,1,24,0,0,9,2,0,0,15,0,0,0,3,0,0,21,51,72
15,0,13,1,0,12,5,1,1,16,1,1,1,4,1,0,21,1,1,6,4,1,0,13,1,0,2,5,0,1,11,51,62
15,0,10,1,0,14,5,1,1,15,0,0,0,3,0,0,19,1,1,4,4,1,0,10,1,0,5,5,0,1,3,51,54
13,0,6,1,0,14,4,1,1,13,0,0,0,3,0,0,19,1,1,2,4,1,0,6,1,0,7,5,0,1,5,43,48
11,0,9,1,1,15,4,1,0,11,0,0,0,3,0,0,21,1,1,2,4,1,0,9,1,1,6,5,0,1,15,35,50
1,0,5,1,0,0,3,0,0,3,1,1,0,5,0,1,1,0,0,0,3,0,0,5,1,0,6,4,1,0,6,5,11
2,0,5,1,0,0,3,0,0,2,0,0,0,3,0,0,2,0,0,0,3,0,0,5,1,0,7,4,1,0,9,8,17
13,0,13,0,0,0,3,0,0,7,3,1,10,5,1,2,12,1,0,1,5,0,1,26,1,1,9,4,1,0,42,51,93
14,0,3,2,0,11,5,0,2,27,1,1,11,4,1,0,14,0,0,0,3,0,0,14,0,0,0,3,0,0,11,46,57
11,0,4,1,1,11,5,0,1,30,1,1,11,4,1,0,11,0,0,0,3,0,0,11,0,0,0,3,0,0,22,35,57
1,0,30,1,1,0,3,0,0,8,1,1,1,5,0,1,23,2,2,4,5,0,2,30,1,1,1,4,1,0,6,5,11
1,0,1,0,0,0,3,0,0,4,1,0,5,5,0,1,19,2,2,8,5,0,2,1,0,0,0,3,0,0,6,5,11
5,0,27,1,1,0,3,0,0,25,1,1,0,4,1,0,21,2,2,2,5,0,2,27,1,1,2,4,1,0,18,17,35
3,0,3,0,0,0,3,0,0,3,1,0,0,5,0,1,2,1,0,5,4,1,0,17,2,2,8,5,0,2,12,11,23
2,0,5,0,0,0,3,0,0,30,1,1,2,4,1,0,14,1,1,12,2,0,1,5,0,0,3,2,0,0,9,8,17
12,0,23,1,1,0,3,0,0,11,1,0,1,5,0,1,11,1,0,1,5,0,1,23,1,1,5,4,1,0,39,52,91
14,0,19,1,1,2,5,0,1,17,1,1,1,4,1,0,14,0,0,0,3,0,0,19,1,1,3,4,1,0,40,44,84
0,4,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,1,16,17
0,5,0,0,0,0,3,0,0,8,2,2,0,5,1,1,0,0,0,0,3,0,0,0,0,0,0,3,0,0,1,19,20
0,6,0,0,0,0,3,0,0,7,1,1,1,5,1,0,9,1,1,1,5,1,0,18,1,1,0,5,1,0,1,22,23
0,9,0,0,0,0,3,0,0,8,1,1,0,5,1,0,10,1,1,0,2,1,0,0,0,0,0,3,0,0,1,31,32
0,4,9,1,1,4,3,0,0,5,0,0,5,2,1,0,14,1,1,4,5,1,0,9,1,1,3,5,1,0,15,14,29
0,3,4,1,0,0,3,0,0,23,4,4,1,5,4,0,9,0,0,9,3,0,0,4,1,0,4,4,0,1,1,13,14
0,6,6,1,0,1,4,0,1,2,1,0,2,4,0,1,10,1,1,8,5,1,0,6,1,0,6,4,0,1,3,22,25
0,4,5,1,0,1,4,0,1,24,4,4,0,5,4,0,9,0,0,9,3,0,0,5,1,0,5,4,0,1,4,18,22
0,5,9,1,1,5,3,0,0,4,1,0,4,4,0,1,13,1,1,5,5,1,0,9,1,1,3,5,1,0,18,23,41
0,5,4,1,0,0,4,0,1,24,4,4,0,5,4,0,9,0,0,9,3,0,0,4,1,0,4,4,0,1,2,23,25
0,4,1,1,0,1,4,0,1,21,4,4,3,5,4,0,15,4,4,1,5,4,0,9,1,0,9,4,0,1,5,14,19
0,8,5,1,0,1,4,0,1,24,4,4,0,5,4,0,9,0,0,9,3,0,0,5,1,0,5,4,0,1,3,34,37
0,6,6,0,0,6,3,0,0,1,1,0,1,4,0,1,3,1,0,3,4,0,1,10,1,1,8,5,1,0,21,22,43
0,11,6,1,0,1,4,0,1,2,1,0,2,4,0,1,10,1,1,8,5,1,0,6,1,0,6,4,0,1,4,39,43
0,12,8,1,1,4,4,0,1,5,1,0,5,4,0,1,13,1,1,5,5,1,0,8,1,1,4,5,1,0,12,44,56
0,12,7,1,1,3,4,0,1,4,1,0,4,4,0,1,12,1,1,6,5,1,0,7,1,1,5,5,1,0,10,44,54
0,1,14,2,2,3,4,0,1,16,2,2,8,5,2,0,10,1,1,6,5,1,0,14,2,2,4,5,2,0,10,7,17
0,9,0,1,0,0,4,0,1,20,3,3,4,5,3,0,14,4,4,2,5,4,0,8,1,0,8,4,0,1,2,33,35
0,2,13,2,2,2,4,0,1,14,2,2,10,5,2,0,9,1,1,7,5,1,0,13,2,2,5,5,2,0,6,12,18
0,4,2,1,0,9,3,0,0,21,4,4,3,5,4,0,15,4,4,1,5,4,0,2,1,0,2,4,0,1,30,20,50
0,5,13,2,2,2,4,0,1,15,2,2,9,5,2,0,9,1,1,7,5,1,0,13,2,2,5,5,2,0,7,25,32
0,6,12,1,1,0,3,0,0,13,1,1,11,5,1,0,8,0,0,8,3,0,0,12,1,1,6,5,1,0,1,30,31
0,7,16,3,3,5,4,0,1,18,2,2,6,5,2,0,12,2,2,4,5,2,0,16,3,3,2,5,3,0,17,35,52
0,4,9,0,0,0,3,0,0,5,1,0,5,4,0,1,23,3,3,5,5,3,0,9,0,0,9,3,0,0,1,16,17
0,1,7,1,0,1,4,0,1,20,3,3,2,5,3,0,20,1,1,8,5,1,0,7,1,0,7,4,0,1,4,5,9
0,8,10,1,1,7,4,0,1,12,1,0,12,4,0,1,27,7,7,1,5,7,0,10,1,1,8,5,1,0,23,30,53
0,14,14,2,2,2,4,0,1,15,2,2,9,5,2,0,10,1,1,6,5,1,0,14,2,2,4,5,2,0,8,58,66
0,11,11,1,1,8,3,0,0,13,1,1,11,5,1,0,28,7,7,0,2,7,0,11,1,1,7,5,1,0,27,41,68
0,9,7,1,0,1,4,0,1,19,3,3,3,5,3,0,20,1,1,8,5,1,0,7,1,0,7,4,0,1,3,31,34
0,9,5,1,0,5,4,0,1,28,3,3,0,5,3,0,18,2,2,4,5,2,0,18,1,1,10,5,1,0,16,29,45
0,14,11,1,1,12,2,1,0,8,1,0,8,4,0,1,28,7,7,0,5,7,0,11,1,1,7,5,1,0,39,48,87
0,10,9,0,0,9,3,0,0,4,1,0,4,4,0,1,22,3,3,0,5,3,0,22,2,2,6,5,2,0,30,34,64
0,1,19,2,2,13,4,0,1,21,2,2,7,5,2,0,12,1,1,10,5,1,0,19,2,2,1,5,2,0,41,5,46
0,3,10,0,0,1,4,0,1,14,0,0,14,3,0,0,1,1,0,1,4,0,1,10,0,0,10,3,0,0,3,11,14
0,2,20,2,2,14,3,0,0,23,2,2,5,5,2,0,13,1,1,9,5,1,0,20,2,2,0,5,2,0,45,10,55
0,4,17,2,2,11,4,0,1,20,2,2,8,5,2,0,12,1,0,12,4,0,1,17,2,2,3,5,2,0,35,16,51
0,4,10,0,0,0,4,0,1,14,0,0,14,3,0,0,30,9,9,0,5,9,0,10,0,0,10,3,0,0,2,18,20
0,5,16,2,2,10,4,0,1,19,1,1,9,5,1,0,10,1,0,10,4,0,1,16,2,2,4,5,2,0,30,21,51
0,5,13,2,2,7,4,0,1,17,1,1,11,5,1,0,8,1,0,8,4,0,1,13,2,2,7,5,2,0,23,21,44
0,6,18,2,2,11,2,1,0,20,2,2,8,5,2,0,12,1,0,12,4,0,1,18,2,2,2,5,2,0,36,26,62
0,7,17,2,2,11,4,0,1,19,2,2,9,5,2,0,11,1,0,11,4,0,1,17,2,2,3,5,2,0,33,31,64
0,7,13,2,2,7,4,0,1,16,1,1,12,5,1,0,8,1,0,8,4,0,1,13,2,2,7,5,2,0,22,31,53
0,7,12,2,2,6,4,0,1,15,1,1,13,5,1,0,7,1,0,7,4,0,1,12,2,2,8,5,2,0,19,31,50
0,10,10,0,0,1,4,0,1,14,0,0,14,3,0,0,2,1,0,2,4,0,1,10,0,0,10,3,0,0,5,42,47
0,2,2,1,0,2,4,0,1,14,0,0,14,3,0,0,23,4,4,7,2,5,0,2,1,0,2,4,0,1,7,8,15
0,11,17,2,2,11,4,0,1,20,2,2,8,5,2,0,12,1,0,12,4,0,1,17,2,2,3,5,2,0,34,47,81
0,5,10,0,0,10,3,0,0,14,0,0,14,3,0,0,29,9,9,1,5,9,0,8,3,3,0,5,3,0,33,17,50
0,5,6,1,0,6,4,0,1,14,0,0,14,3,0,0,26,7,7,4,5,7,0,4,1,1,4,5,1,0,18,17,35
0,14,12,2,2,6,4,0,1,15,1,1,13,5,1,0,6,1,0,6,4,0,1,12,2,2,8,5,2,0,18,58,76
0,15,12,2,2,6,4,0,1,16,1,1,12,5,1,0,7,1,0,7,4,0,1,12,2,2,8,5,2,0,20,63,83
0,15,4,1,0,4,3,0,0,14,0,0,14,3,0,0,25,6,6,5,5,6,0,4,1,0,4,4,0,1,15,49,64
0,5,3,1,0,3,4,0,1,14,0,0,14,3,0,0,16,1,1,14,5,1,0,24,1,1,6,5,1,0,11,17,28
0,5,2,1,0,2,4,0,1,14,0,0,14,3,0,0,15,0,0,15,3,0,0,22,1,1,8,5,1,0,7,17,24
0,6,5,0,0,5,2,1,0,14,0,0,14,3,0,0,18,2,2,12,5,2,0,26,1,1,4,5,1,0,18,22,40
0,1,5,1,0,5,4,0,1,8,1,0,8,4,0,1,11,1,0,11,4,0,1,12,1,0,12,4,0,1,16,5,21
0,1,15,1,1,0,4,0,1,4,1,0,4,4,0,1,5,1,0,5,4,0,1,15,1,1,1,5,1,0,2,5,7
0,1,13,1,1,2,4,0,1,25,6,6,1,2,7,0,3,1,0,3,4,0,1,13,1,1,3,5,1,0,6,5,11
0,8,6,1,1,6,5,1,0,10,1,0,10,4,0,1,13,1,0,13,4,0,1,14,1,0,14,4,0,1,22,28,50
0,7,15,1,1,1,4,0,1,4,1,0,4,4,0,1,5,1,0,5,4,0,1,15,1,1,1,5,1,0,3,25,28
0,3,10,1,1,0,3,0,0,23,6,6,3,5,6,0,16,4,4,0,5,4,0,10,1,1,6,5,1,0,1,13,14
0,5,12,1,1,1,4,0,1,25,6,6,1,5,6,0,2,1,0,2,4,0,1,12,1,1,4,5,1,0,3,19,22
0,9,16,2,2,2,4,0,1,5,1,0,5,4,0,1,6,1,0,6,4,0,1,16,2,2,0,5,2,0,6,33,39
0,7,8,2,2,15,3,0,0,12,1,0,12,4,0,1,16,1,1,14,5,1,0,8,2,2,4,5,2,0,48,27,75
0,10,11,2,2,14,3,0,0,15,0,0,15,3,0,0,18,1,1,12,5,1,0,11,2,2,1,5,2,0,45,38,83
0,7,11,1,1,1,4,0,1,24,6,6,2,5,6,0,16,4,4,0,5,4,0,11,1,1,5,5,1,0,3,27,30
0,8,14,1,1,3,4,0,1,26,7,7,0,5,7,0,4,1,0,4,4,0,1,14,1,1,2,5,1,0,9,32,41
0,8,13,1,1,2,4,0,1,25,7,7,1,5,7,0,3,1,0,3,4,0,1,13,1,1,3,5,1,0,7,32,39
0,11,15,2,2,1,4,0,1,5,1,0,5,4,0,1,6,1,0,6,4,0,1,15,2,2,1,5,2,0,5,43,48
0,12,8,2,2,12,4,0,1,15,1,0,15,4,0,1,15,1,1,15,5,1,0,8,2,2,4,5,2,0,36,48,84
0,1,2,1,0,2,4,0,1,16,3,3,10,5,3,0,8,1,1,8,5,1,0,23,1,1,7,5,1,0,6,5,11
0,13,15,1,1,1,4,0,1,4,1,0,4,4,0,1,5,1,0,5,4,0,1,15,1,1,1,2,2,0,4,53,57
0,2,8,1,0,8,4,0,1,20,6,6,6,5,6,0,13,3,3,3,5,3,0,28,3,3,2,5,3,0,24,10,34
0,2,5,1,0,5,4,0,1,18,5,5,8,5,5,0,11,2,2,5,5,2,0,26,2,2,4,5,2,0,17,10,27
0,3,1,1,0,1,4,0,1,15,2,2,11,2,3,0,8,1,0,8,4,0,1,23,1,1,7,5,1,0,4,15,19
0,15,7,2,2,15,2,1,0,11,1,0,11,4,0,1,15,1,0,15,4,0,1,7,2,2,5,5,2,0,48,53,101
0,4,8,2,2,8,5,1,1,21,6,6,5,5,6,0,14,3,3,2,5,3,0,29,3,3,1,5,3,0,28,20,48
0,5,7,1,0,7,4,0,1,19,6,6,7,5,6,0,13,3,3,3,5,3,0,28,3,3,2,5,3,0,23,25,48
0,5,7,1,0,7,4,0,1,19,5,5,7,2,6,0,12,3,3,4,5,3,0,27,3,3,3,5,3,0,22,25,47
0,5,5,1,0,5,4,0,1,18,5,5,8,5,5,0,11,2,2,5,5,2,0,26,2,2,4,5,2,0,16,25,41
0,5,3,1,0,3,4,0,1,17,4,4,9,5,4,0,9,2,2,7,5,2,0,24,2,2,6,5,2,0,11,25,36
0,6,4,1,0,4,4,0,1,17,4,4,9,2,5,0,10,2,2,6,5,2,0,25,2,2,5,5,2,0,14,30,44
0,6,4,1,0,4,4,0,1,17,4,4,9,5,4,0,10,2,2,6,5,2,0,25,2,2,5,5,2,0,12,30,42
0,2,25,10,10,6,4,0,1,14,1,1,12,5,1,0,20,1,1,10,5,1,0,25,10,10,1,2,10,1,18,10,28
0,2,24,9,9,4,4,0,1,13,0,0,13,3,0,0,18,1,1,12,5,1,0,24,9,9,2,2,9,1,13,10,23
0,7,2,1,0,2,4,0,1,16,3,3,10,5,3,0,9,1,1,7,5,1,0,23,1,1,7,2,2,0,7,35,42
0,4,23,8,8,2,4,0,1,13,0,0,13,3,0,0,17,1,1,13,5,1,0,23,8,8,3,2,8,1,8,18,26
0,5,23,9,9,3,4,0,1,13,0,0,13,3,0,0,17,1,1,13,5,1,0,23,9,9,3,5,8,1,9,23,32
0,11,3,1,0,3,4,0,1,16,4,4,10,5,4,0,9,1,1,7,2,2,0,24,2,2,6,5,2,0,10,49,59
0,6,26,10,10,7,4,0,1,14,1,1,12,2,2,0,21,1,1,9,5,1,0,26,10,10,0,5,10,0,21,28,49
0,6,25,10,10,5,4,0,1,13,1,1,13,5,1,0,20,1,1,10,5,1,0,25,10,10,1,5,9,1,17,28,45
0,12,8,1,0,8,4,0,1,20,6,6,6,5,6,0,14,3,3,2,5,3,0,29,3,3,1,5,3,0,26,54,80
0,13,10,1,1,6,5,1,0,23,6,6,3,5,6,0,15,4,4,1,5,4,0,30,4,4,0,5,3,1,33,59,92
0,9,23,8,8,2,4,0,1,13,0,0,13,3,0,0,16,1,1,14,5,1,0,23,8,8,3,5,7,1,6,39,45
0,11,25,10,10,5,4,0,1,13,0,0,13,2,1,0,19,1,1,11,5,1,0,25,10,10,1,5,9,1,16,47,63
0,1,21,6,6,12,4,0,1,30,9,9,0,5,9,0,15,1,0,15,4,0,1,21,6,6,5,5,5,1,38,7,45
0,1,17,4,4,7,4,0,1,25,8,8,5,5,7,1,9,1,0,9,4,0,1,17,4,4,9,5,3,1,21,7,28
0,12,24,10,10,4,4,0,1,13,0,0,13,3,0,0,19,1,1,11,5,1,0,24,10,10,2,5,9,1,14,52,66
0,12,24,9,9,3,4,0,1,13,0,0,13,3,0,0,18,1,1,12,5,1,0,24,9,9,2,5,8,1,11,52,63
0,2,16,4,4,6,4,0,1,25,7,7,5,2,7,1,9,1,0,9,4,0,1,16,4,4,10,5,3,1,20,12,32
0,2,16,4,4,6,4,0,1,25,7,7,5,5,6,1,8,1,0,8,4,0,1,16,4,4,10,5,3,1,18,12,30
0,1,10,1,0,1,4,0,1,30,10,10,0,5,10,0,19,4,4,11,2,4,1,10,1,0,10,4,0,1,3,5,8
0,3,15,3,3,5,4,0,1,24,7,7,6,5,6,1,7,1,0,7,4,0,1,15,3,3,11,2,3,1,16,17,33
0,14,24,9,9,4,4,0,1,13,0,0,13,3,0,0,18,1,1,12,5,1,0,24,9,9,2,5,8,1,12,60,72
