p_3,4,0,e_2,25,39,87,4,0,0,0,3,0,0,14,48,62
p_4,5,0,e_2,34,44,87,5,0,0,2,5,0,1,10,43,53
p_5,9,0,e_2,41,58,87,9,0,0,4,5,1,1,17,29,46
p_6,9,0,e_2,45,58,87,9,0,0,5,5,1,1,13,29,42
p_2,11,0,e_1,19,54,89,11,0,0,0,3,0,0,35,35,70
p_1,13,0,e_0,13,55,96,13,0,0,0,3,0,0,42,41,83
p_12,0,8,e_2,86,87,113,21,5,5,0,4,1,0,1,26,27
p_16,4,0,e_1,101,115,129,13,4,1,0,3,0,0,14,14,28
p_15,5,0,e_0,99,116,133,13,4,2,0,3,0,0,17,17,34
p_19,0,7,e_1,125,129,154,11,2,0,1,4,1,0,4,25,29
p_7,2,0,e_3,55,64,162,2,0,0,0,3,0,0,9,98,107
p_10,9,0,e_3,77,87,162,15,3,2,6,5,1,2,10,75,85
p_9,10,0,e_3,67,92,162,17,2,1,3,5,1,1,25,70,95
p_14,13,0,e_3,87,103,162,8,4,1,9,5,1,3,16,59,75
p_8,15,0,e_3,62,111,162,14,1,0,1,5,0,1,49,51,100
p_11,4,0,e_3,84,146,162,18,4,3,8,5,1,3,62,16,78
p_20,3,0,e_3,142,151,162,2,2,1,5,4,1,1,9,11,20
p_21,0,10,e_0,142,142,176,5,2,0,0,3,0,0,0,34,34
p_13,8,0,e_2,87,113,185,13,5,3,0,3,1,0,26,72,98
p_17,10,0,e_2,112,121,185,5,2,0,8,5,1,0,9,64,73
p_18,15,0,e_2,120,138,185,28,2,2,10,5,1,1,18,47,65
p_30,2,0,e_2,200,209,217,15,3,1,0,3,0,0,9,8,17
p_22,6,0,e_1,146,149,233,28,2,2,5,5,1,0,3,84,87
p_23,15,0,e_1,150,180,233,18,2,2,6,5,2,0,30,53,83
p_28,7,0,e_1,184,206,233,5,3,1,14,4,1,0,22,27,49
p_31,5,0,e_1,203,214,233,12,3,1,8,4,1,1,11,19,30
p_33,1,0,e_1,213,228,233,13,2,1,5,4,1,1,15,5,20
p_36,1,0,e_1,225,228,233,10,2,1,2,4,1,1,3,5,8
p_24,14,0,e_0,157,190,234,17,1,1,4,5,1,0,33,44,77
p_32,0,10,e_2,209,217,249,14,3,3,2,2,0,0,8,32,40
p_35,0,6,e_1,222,233,253,11,2,0,3,4,1,1,11,20,31
p_26,6,0,e_3,169,183,259,11,1,1,1,5,0,1,14,76,90
p_25,9,0,e_3,163,194,259,9,0,0,0,3,0,0,31,65,96
p_29,14,0,e_3,192,211,259,5,3,0,9,5,1,2,19,48,67
p_34,11,0,e_3,217,222,259,1,2,0,12,4,1,1,5,37,42
p_27,5,0,e_3,180,242,259,8,2,2,5,5,0,2,62,17,79
p_42,4,0,e_3,269,284,298,4,0,0,0,3,0,0,15,14,29
p_43,4,0,e_3,270,284,298,4,1,1,0,3,0,1,14,14,28
p_44,4,0,e_3,275,284,298,3,1,0,1,5,0,1,9,14,23
p_41,7,0,e_0,257,280,303,24,1,1,0,3,0,0,23,23,46
p_38,12,0,e_1,240,273,313,23,2,2,2,5,1,0,33,40,73
p_47,3,0,e_1,293,302,313,28,3,3,6,4,1,0,9,11,20
p_49,3,0,e_1,298,302,313,19,2,2,4,4,1,1,4,11,15
p_39,13,0,e_2,247,260,315,21,1,1,10,5,1,1,13,55,68
p_37,15,0,e_2,228,268,315,24,2,2,3,5,1,0,40,47,87
p_40,15,0,e_2,255,268,315,16,1,1,11,5,0,2,13,47,60
p_51,0,4,e_1,309,313,327,19,2,2,1,4,1,0,4,14,18
p_57,1,0,e_2,327,332,337,19,3,2,0,3,0,0,5,5,10
p_58,0,6,e_2,330,337,357,18,3,3,1,5,0,1,7,20,27
p_56,8,0,e_0,324,329,367,12,3,2,7,5,0,1,5,38,43
p_48,9,0,e_0,294,334,367,22,3,3,3,4,1,0,40,33,73
p_59,3,0,e_0,335,354,367,14,2,1,9,4,1,0,19,13,32
p_60,2,0,e_0,338,359,367,15,2,1,8,4,1,1,21,8,29
p_54,7,0,e_1,313,338,371,17,3,3,0,3,1,1,25,33,58
p_53,8,0,e_1,313,343,371,16,3,2,0,3,1,0,30,28,58
p_62,1,0,e_1,345,366,371,13,3,0,8,4,1,0,21,5,26
p_63,3,0,e_2,364,375,386,6,1,0,6,3,0,0,11,11,22
